Student ID(Primary Key),Univ ID(Foregin Key),College ID(Foreign Key),Name,Aadhaar No,Fathers Name,Mother's Maiden Name,Date of Birth,Gender,Maritial Status,Nationality,Correspondence Address,Permanent Address,Mobile No,Telephone No.,Course,Branch,Start Date,Expected End Date,Year,PAN No,Bank Name,Bank_Branch,Account No.,IFSC ,MICR
S-04590,U-0569,C-44687,Sha,9999994590,Joel,,,M,Unmarried,Indian,RIO LINDA BLVD / MARYSVILLE BLVD,Same as Previous,12346912,,Btech,CE,,,,P-5823,Sbi,,,,231346921
S-04591,U-0569,C-44687,Shad,9999994591,Leroy,,,M,Unmarried,Indian,1421 W ST,Same as Previous,12346913,,Btech,Cse,,,,P-5824,Canara,,,,231346922
S-04592,U-0569,C-44687,Shae,9999994592,Phelan,,,M,Unmarried,Indian,19TH ST / L ST,Same as Previous,12346914,,Btech,Cse,,,,P-5825,Sbi,,,,231346923
S-04593,U-0569,C-44687,Shaina,9999994593,Rigel,,,M,Unmarried,Indian,8506 TAMBOR WAY,Same as Previous,12346915,,Btech,IT,,,,P-5826,Hdfc,,,,231346924
S-04594,U-0569,C-44687,Shakia,9999994594,Malachi,,,M,Unmarried,Indian,51 BASCOM CT,Same as Previous,12346916,,Btech,Ece,,,,P-5827,Sbi,,,,231346925
S-04595,U-0569,C-44687,Shakira,9999994595,James,,,M,Unmarried,Indian,7560 RUSH RIVER DR,Same as Previous,12346917,,Btech,Ece,,,,P-5828,Axis,,,,231346926
S-04596,U-0569,C-44687,Shakita,9999994596,Carson,,,M,Unmarried,Indian,4211 NORWOOD AVE,Same as Previous,12346918,,Btech,Cse,,,,P-5829,icici,,,,231346927
S-04597,U-0569,C-44687,Shala,9999994597,Caleb,,,M,Unmarried,Indian,1270 HELENA AVE,Same as Previous,12346919,,Btech,Cse,,,,P-5830,Uni,,,,231346928
S-04598,U-0569,C-44687,Shalanda,9999994598,Howard,,,M,Unmarried,Indian,1400 RENE AVE,Same as Previous,12346920,,Btech,Me,,,,P-5831,Boi,,,,231346929
S-04599,U-0569,C-44687,Shalon,9999994599,Darius,,,M,Unmarried,Indian,20TH ST / G ST,Same as Previous,12346921,,Btech,Ce,,,,P-5832,Sbi ,,,,231346930
S-04600,U-0569,C-44687,Shalonda,9999994600,Neil,,,M,Unmarried,Indian,3RD ST / O ST,Same as Previous,12346922,,Btech,IT,,,,P-5833,Pnb,,,,231346931
S-04601,U-0569,C-44687,Shameka,9999994601,Harrison,,,M,Unmarried,Indian,R ST / 16TH ST,Same as Previous,12346923,,Btech,Cse,,,,P-5834,Sbi,,,,231346932
S-04602,U-0569,C-44687,Shamika,9999994602,Addison,,,M,Unmarried,Indian,2505 RIVERSIDE BLVD,Same as Previous,12346924,,Btech,IT,,,,P-5835,Pnb,,,,231346933
S-04603,U-0569,C-44687,Shan,9999994603,Castor,,,M,Unmarried,Indian,1973 NEWPORT AVE,Same as Previous,12346925,,Btech,IT,,,,P-5836,Hdfc,,,,231346934
S-04604,U-0569,C-44687,Shana,9999994604,Lucius,,,M,Unmarried,Indian,100 CADILLAC DR,Same as Previous,12346926,,Btech,CSE,,,,P-5837,Sbi,,,,231346935
S-04605,U-0569,C-44687,Shanae,9999994605,Zachary,,,M,Unmarried,Indian,2299 GROVE AVE,Same as Previous,12346927,,Btech,ECE,,,,P-5838,Uni,,,,231346936
S-04606,U-0569,C-44687,Shanda,9999994606,Malik,,,M,Unmarried,Indian,2125 NORTH AVE,Same as Previous,12346928,,Btech,Cse,,,,P-5839,Axis,,,,231346937
S-04607,U-0569,C-44687,Shandi,9999994607,Merrill,,,M,Unmarried,Indian,4203 34TH ST,Same as Previous,12346929,,Btech,IT,,,,P-5840,Icici,,,,231346938
S-04608,U-0569,C-44687,Shandra,9999994608,Theodore,,,M,Unmarried,Indian,1821 O ST,Same as Previous,12346930,,Btech,Ece,,,,P-5841,Sbi,,,,231346939
S-04609,U-0569,C-44687,Shane,9999994609,Jakeem,,,M,Unmarried,Indian,5306 DASCO WAY,Same as Previous,12346931,,Btech,Ece,,,,P-5842,Sbi,,,,231346940
S-04610,U-0569,C-44687,Shane,9999994610,Zeus,,,M,Unmarried,Indian,2117 O ST,Same as Previous,12346932,,Btech,ME,,,,P-5843,Pnb,,,,231346941
S-04611,U-0569,C-44687,Shaneka,9999994611,Tarik,,,M,Unmarried,Indian,2211 F ST,Same as Previous,12346933,,Btech,CE,,,,P-5844,Canara,,,,231346942
S-04612,U-0569,C-44687,Shanel,9999994612,Reece,,,M,Unmarried,Indian,BRUCEVILLE RD / VALLEY HI DR,Same as Previous,12346934,,Btech,ME,,,,P-5845,Sbi,,,,231346943
S-04613,U-0569,C-44687,Shanell,9999994613,Quentin,,,M,Unmarried,Indian,1563 32ND ST,Same as Previous,12346935,,Btech,CE,,,,P-5846,Sbi,,,,231346944
S-04614,U-0569,C-44687,Shanelle,9999994614,Timon,,,M,Unmarried,Indian,FREEPORT BLVD / OREGON DR,Same as Previous,12346936,,Btech,Cse,,,,P-5847,Canara,,,,231346945
S-04615,U-0569,C-44687,Shani,9999994615,Howard,,,M,Unmarried,Indian,34TH ST / 2ND AVE,Same as Previous,12346937,,Btech,Cse,,,,P-5848,Sbi,,,,231346946
S-04616,U-0569,C-44687,Shanice,9999994616,Blake,,,M,Unmarried,Indian,2ND AVE / 34TH ST,Same as Previous,12346938,,Btech,IT,,,,P-5849,Hdfc,,,,231346947
S-04617,U-0569,C-44687,Shanika,9999994617,Elton,,,M,Unmarried,Indian,3120 NORTHGATE BLVD,Same as Previous,12346939,,Btech,Ece,,,,P-5850,Sbi,,,,231346948
S-04618,U-0569,C-44687,Shaniqua,9999994618,Sylvester,,,M,Unmarried,Indian,678 WOODLAKE DR,Same as Previous,12346940,,Btech,Ece,,,,P-5851,Axis,,,,231346949
S-04619,U-0569,C-44687,Shanita,9999994619,Zeph,,,M,Unmarried,Indian,28TH ST / N ST,Same as Previous,12346941,,Btech,Cse,,,,P-5852,icici,,,,231346950
S-04620,U-0569,C-44687,Shanna,9999994620,Cain,,,M,Unmarried,Indian,5399 FRUITRIDGE RD,Same as Previous,12346942,,Btech,Cse,,,,P-5853,Uni,,,,231346951
S-04621,U-0569,C-44687,Shannan,9999994621,Geoffrey,,,M,Unmarried,Indian,3555 AUBURN BLVD,Same as Previous,12346943,,Btech,Me,,,,P-5854,Boi,,,,231346952
S-04622,U-0569,C-44687,Shannon,9999994622,Malachi,,,M,Unmarried,Indian,2431 69TH AVE,Same as Previous,12346944,,Btech,Ce,,,,P-5855,Sbi ,,,,231346953
S-04623,U-0569,C-44687,Shannon,9999994623,Jermaine,,,M,Unmarried,Indian,4515 U ST,Same as Previous,12346945,,Btech,IT,,,,P-5856,Pnb,,,,231346954
S-04624,U-0569,C-44687,Shanon,9999994624,Hedley,,,M,Unmarried,Indian,1629 G ST,Same as Previous,12346946,,Btech,Cse,,,,P-5857,Sbi,,,,231346955
S-04625,U-0569,C-44687,Shanta,9999994625,Dylan,,,M,Unmarried,Indian,3811 FLORIN RD,Same as Previous,12346947,,Btech,IT,,,,P-5858,Pnb,,,,231346956
S-04626,U-0569,C-44687,Shantae,9999994626,Hamish,,,M,Unmarried,Indian,3550 MARYSVILLE BLVD,Same as Previous,12346948,,Btech,IT,,,,P-5859,Hdfc,,,,231346957
S-04627,U-0569,C-44687,Shantay,9999994627,Harlan,,,M,Unmarried,Indian,2201 NORTHVIEW DR,Same as Previous,12346949,,Btech,CSE,,,,P-5860,Sbi,,,,231346958
S-04628,U-0569,C-44687,Shante,9999994628,Xenos,,,M,Unmarried,Indian,98 CREEKS EDGE WAY,Same as Previous,12346950,,Btech,ECE,,,,P-5861,Uni,,,,231346959
S-04629,U-0569,C-44687,Shantel,9999994629,Abraham,,,M,Unmarried,Indian,2726 CAPITOL AVE,Same as Previous,12346951,,Btech,Cse,,,,P-5862,Axis,,,,231346960
S-04630,U-0569,C-44687,Shantell,9999994630,Ferdinand,,,M,Unmarried,Indian,1025 ALHAMBRA BLVD,Same as Previous,12346952,,Btech,IT,,,,P-5863,Icici,,,,231346961
S-04631,U-0569,C-44687,Shantelle,9999994631,Dorian,,,M,Unmarried,Indian,LINDBROOK WAY / WESTBORO WAY,Same as Previous,12346953,,Btech,Ece,,,,P-5864,Sbi,,,,231346962
S-04632,U-0569,C-44687,Shanti,9999994632,Alec,,,M,Unmarried,Indian,1417 R ST,Same as Previous,12346954,,Btech,Ece,,,,P-5865,Sbi,,,,231346963
S-04633,U-0569,C-44687,Shaquana,9999994633,John,,,M,Unmarried,Indian,3100 MEADOWVIEW RD,Same as Previous,12346955,,Btech,ME,,,,P-5866,Pnb,,,,231346964
S-04634,U-0569,C-44687,Shaquita,9999994634,Kamal,,,M,Unmarried,Indian,433 MARINER POINT WAY,Same as Previous,12346956,,Btech,CE,,,,P-5867,Canara,,,,231346965
S-04635,U-0569,C-44687,Shara,9999994635,Hayden,,,M,Unmarried,Indian,CAPITOL AVE / 30TH ST,Same as Previous,12346957,,Btech,ME,,,,P-5868,Sbi,,,,231346966
S-04636,U-0569,C-44687,Sharan,9999994636,Dante,,,M,Unmarried,Indian,1 SPORTS PKWY,Same as Previous,12346958,,Btech,CE,,,,P-5869,Sbi,,,,231346967
S-04637,U-0569,C-44687,Sharda,9999994637,Addison,,,M,Unmarried,Indian,MARTIN LUTHER KING JR BLVD / FRUITRIDGE,Same as Previous,12346959,,Btech,Cse,,,,P-5870,Canara,,,,231346968
S-04638,U-0569,C-44687,Sharee,9999994638,Marvin,,,M,Unmarried,Indian,6378 LOCHINVAR WAY,Same as Previous,12346960,,Btech,Cse,,,,P-5871,Sbi,,,,231346969
S-04639,U-0569,C-44687,Sharell,9999994639,Duncan,,,M,Unmarried,Indian,3200 TRUXEL RD,Same as Previous,12346961,,Btech,IT,,,,P-5872,Hdfc,,,,231346970
S-04640,U-0569,C-44687,Sharen,9999994640,Slade,,,M,Unmarried,Indian,4370 AUSTIN ST,Same as Previous,12346962,,Btech,Ece,,,,P-5873,Sbi,,,,231346971
S-04641,U-0569,C-44687,Shari,9999994641,Herman,,,M,Unmarried,Indian,7560 TWILIGHT DR,Same as Previous,12346963,,Btech,Ece,,,,P-5874,Axis,,,,231346972
S-04642,U-0569,C-44687,Sharice,9999994642,Isaiah,,,M,Unmarried,Indian,1317 F ST,Same as Previous,12346964,,Btech,Cse,,,,P-5875,icici,,,,231346973
S-04643,U-0569,C-44687,Sharie,9999994643,Galvin,,,M,Unmarried,Indian,57TH AVE / WOODBINE AVE,Same as Previous,12346965,,Btech,Cse,,,,P-5876,Uni,,,,231346974
S-04644,U-0569,C-44687,Sharika,9999994644,Dieter,,,M,Unmarried,Indian,STOCKTON BLVD / FRUITRIDGE RD,Same as Previous,12346966,,Btech,Me,,,,P-5877,Boi,,,,231346975
S-04645,U-0569,C-44687,Sharilyn,9999994645,Jacob,,,M,Unmarried,Indian,900 15TH ST,Same as Previous,12346967,,Btech,Ce,,,,P-5878,Sbi ,,,,231346976
S-04646,U-0569,C-44687,Sharita,9999994646,Ishmael,,,M,Unmarried,Indian,7495 ABIDING PL,Same as Previous,12346968,,Btech,IT,,,,P-5879,Pnb,,,,231346977
S-04647,U-0569,C-44687,Sharla,9999994647,Jarrod,,,M,Unmarried,Indian,3430 BRIDGEFORD DR,Same as Previous,12346969,,Btech,Cse,,,,P-5880,Sbi,,,,231346978
S-04648,U-0569,C-44687,Sharleen,9999994648,Omar,,,M,Unmarried,Indian,ARLISS WAY / HOGAN DR,Same as Previous,12346970,,Btech,IT,,,,P-5881,Pnb,,,,231346979
S-04649,U-0569,C-44687,Sharlene,9999994649,Upton,,,M,Unmarried,Indian,SUTTERVILLE RD / BABICH AVE,Same as Previous,12346971,,Btech,IT,,,,P-5882,Hdfc,,,,231346980
S-04650,U-0569,C-44687,Sharmaine,9999994650,Clinton,,,M,Unmarried,Indian,815 L ST,Same as Previous,12346972,,Btech,CSE,,,,P-5883,Sbi,,,,231346981
S-04651,U-0569,C-44773,Sharolyn,9999994651,Levi,,,M,Unmarried,Indian,4932 SHADY LEAF WAY,Same as Previous,12346973,,Btech,ECE,,,,P-5884,Uni,,,,231346982
S-04652,U-0569,C-44773,Sharon,9999994652,Carson,,,M,Unmarried,Indian,1714 GLENROSE AVE,Same as Previous,12346974,,Btech,Cse,,,,P-5885,Axis,,,,231346983
S-04653,U-0569,C-44773,Sharonda,9999994653,Vernon,,,M,Unmarried,Indian,2710 D ST,Same as Previous,12346975,,Btech,IT,,,,P-5886,Icici,,,,231346984
S-04654,U-0569,C-44773,Sharri,9999994654,Gannon,,,M,Unmarried,Indian,7940 RICHION DR,Same as Previous,12346976,,Btech,Ece,,,,P-5887,Sbi,,,,231346985
S-04655,U-0569,C-44773,Sharron,9999994655,Baker,,,M,Unmarried,Indian,1689 ARDEN WAY,Same as Previous,12346977,,Btech,Ece,,,,P-5888,Sbi,,,,231346986
S-04656,U-0569,C-44773,Sharyl,9999994656,Eaton,,,M,Unmarried,Indian,1419 5TH ST,Same as Previous,12346978,,Btech,ME,,,,P-5889,Pnb,,,,231346987
S-04657,U-0569,C-44773,Sharyn,9999994657,Wayne,,,M,Unmarried,Indian,2350 AMERICAN RIVER DR,Same as Previous,12346979,,Btech,CE,,,,P-5890,Canara,,,,231346988
S-04658,U-0569,C-44773,Shasta,9999994658,Jeremy,,,M,Unmarried,Indian,805 8TH AVE,Same as Previous,12346980,,Btech,ME,,,,P-5891,Sbi,,,,231346989
S-04659,U-0569,C-44773,Shaun,9999994659,Brock,,,M,Unmarried,Indian,1571 WATERWHEEL DR,Same as Previous,12346981,,Btech,CE,,,,P-5892,Sbi,,,,231346990
S-04660,U-0569,C-44773,Shaun,9999994660,Kennan,,,M,Unmarried,Indian,3930 SHINING STAR DR,Same as Previous,12346982,,Btech,Cse,,,,P-5893,Canara,,,,231346991
S-04661,U-0569,C-44773,Shauna,9999994661,Dennis,,,M,Unmarried,Indian,3037 GREAT FALLS WAY,Same as Previous,12346983,,Btech,Cse,,,,P-5894,Sbi,,,,231346992
S-04662,U-0569,C-44773,Shaunda,9999994662,Garth,,,M,Unmarried,Indian,20TH ST / P ST,Same as Previous,12346984,,Btech,IT,,,,P-5895,Hdfc,,,,231346993
S-04663,U-0569,C-44773,Shaunna,9999994663,Neil,,,M,Unmarried,Indian,211 30TH ST,Same as Previous,12346985,,Btech,Ece,,,,P-5896,Sbi,,,,231346994
S-04664,U-0569,C-44773,Shaunta,9999994664,Lewis,,,M,Unmarried,Indian,12 COSTA BRASE CT,Same as Previous,12346986,,Btech,Ece,,,,P-5897,Axis,,,,231346995
S-04665,U-0569,C-44773,Shaunte,9999994665,Aristotle,,,M,Unmarried,Indian,541 MOREY AVE,Same as Previous,12346987,,Btech,Cse,,,,P-5898,icici,,,,231346996
S-04666,U-0569,C-44773,Shavon,9999994666,Tyrone,,,M,Unmarried,Indian,625 DISPLAY WAY,Same as Previous,12346988,,Btech,Cse,,,,P-5899,Uni,,,,231346997
S-04667,U-0569,C-44773,Shavonda,9999994667,Vladimir,,,M,Unmarried,Indian,2626 RIO LINDA BLVD,Same as Previous,12346989,,Btech,Me,,,,P-5900,Boi,,,,231346998
S-04668,U-0569,C-44773,Shavonne,9999994668,Christopher,,,M,Unmarried,Indian,20TH ST / P ST,Same as Previous,12346990,,Btech,Ce,,,,P-5901,Sbi ,,,,231346999
S-04669,U-0569,C-44773,Shawana,9999994669,Tobias,,,M,Unmarried,Indian,RIVERSIDE BLVD / 13TH AVE,Same as Previous,12346991,,Btech,IT,,,,P-5902,Pnb,,,,231347000
S-04670,U-0569,C-44773,Shawanda,9999994670,Walter,,,M,Unmarried,Indian,180 W EL CAMINO AVE,Same as Previous,12346992,,Btech,Cse,,,,P-5903,Sbi,,,,231347001
S-04671,U-0569,C-44773,Shawanna,9999994671,William,,,M,Unmarried,Indian,3647 3RD AVE,Same as Previous,12346993,,Btech,IT,,,,P-5904,Pnb,,,,231347002
S-04672,U-0569,C-44773,Shawn,9999994672,Vincent,,,M,Unmarried,Indian,2410 W EL CAMINO AVE,Same as Previous,12346994,,Btech,IT,,,,P-5905,Hdfc,,,,231347003
S-04673,U-0569,C-44773,Shawn,9999994673,Denton,,,M,Unmarried,Indian,2922 WEALD WAY,Same as Previous,12346995,,Btech,CSE,,,,P-5906,Sbi,,,,231347004
S-04674,U-0569,C-44773,Shawna,9999994674,Kevin,,,M,Unmarried,Indian,36TH ST / 3RD AVE,Same as Previous,12346996,,Btech,ECE,,,,P-5907,Uni,,,,231347005
S-04675,U-0569,C-44773,Shawnda,9999994675,Chandler,,,M,Unmarried,Indian,HWY 99 NB / MACK RD,Same as Previous,12346997,,Btech,Cse,,,,P-5908,Axis,,,,231347006
S-04676,U-0569,C-44773,Shawnee,9999994676,Gregory,,,M,Unmarried,Indian,WEALD WAY / GATEWAY OAKS DR,Same as Previous,12346998,,Btech,IT,,,,P-5909,Icici,,,,231347007
S-04677,U-0569,C-44773,Shawnna,9999994677,Donovan,,,M,Unmarried,Indian,2313 Q ST,Same as Previous,12346999,,Btech,Ece,,,,P-5910,Sbi,,,,231347008
S-04678,U-0569,C-44773,Shawnta,9999994678,Rahim,,,M,Unmarried,Indian,4956 MACK RD,Same as Previous,12347000,,Btech,Ece,,,,P-5911,Sbi,,,,231347009
S-04679,U-0569,C-44773,Shay,9999994679,Barry,,,M,Unmarried,Indian,MEADOWVIEW RD / RED WILLOW ST,Same as Previous,12347001,,Btech,ME,,,,P-5912,Pnb,,,,231347010
S-04680,U-0569,C-44773,Shayla,9999994680,Bevis,,,M,Unmarried,Indian,5050 MACK RD,Same as Previous,12347002,,Btech,CE,,,,P-5913,Canara,,,,231347011
S-04681,U-0569,C-44773,Shayna,9999994681,Colt,,,M,Unmarried,Indian,TINKER WAY / EMMONS ST,Same as Previous,12347003,,Btech,ME,,,,P-5914,Sbi,,,,231347012
S-04682,U-0569,C-44773,Shayne,9999994682,Quamar,,,M,Unmarried,Indian,DEER CREEK DR / MACK RD,Same as Previous,12347004,,Btech,CE,,,,P-5915,Sbi,,,,231347013
S-04683,U-0569,C-44773,Shayne,9999994683,Jamal,,,M,Unmarried,Indian,3424 FOLSOM BLVD,Same as Previous,12347005,,Btech,Cse,,,,P-5916,Canara,,,,231347014
S-04684,U-0569,C-44773,Shea,9999994684,Abdul,,,M,Unmarried,Indian,6950 GREENHAVEN DR,Same as Previous,12347006,,Btech,Cse,,,,P-5917,Sbi,,,,231347015
S-04685,U-0569,C-44773,Sheba,9999994685,Baxter,,,M,Unmarried,Indian,4100 NORTHGATE BLVD,Same as Previous,12347007,,Btech,IT,,,,P-5918,Hdfc,,,,231347016
S-04686,U-0569,C-44773,Sheena,9999994686,Hunter,,,M,Unmarried,Indian,2901 FREEPORT BLVD,Same as Previous,12347008,,Btech,Ece,,,,P-5919,Sbi,,,,231347017
S-04687,U-0569,C-44773,Sheila,9999994687,Quentin,,,M,Unmarried,Indian,RAMONA AVE / POWER INN RD,Same as Previous,12347009,,Btech,Ece,,,,P-5920,Axis,,,,231347018
S-04688,U-0569,C-44773,Sheilah,9999994688,Nolan,,,M,Unmarried,Indian,163 PINEDALE AVE,Same as Previous,12347010,,Btech,Cse,,,,P-5921,icici,,,,231347019
S-04689,U-0569,C-44773,Shela,9999994689,Harper,,,M,Unmarried,Indian,8128 CARIBBEAN WAY,Same as Previous,12347011,,Btech,Cse,,,,P-5922,Uni,,,,231347020
S-04690,U-0569,C-44773,Shelba,9999994690,Joel,,,M,Unmarried,Indian,BAXTER AVE / JOHNSTON RD,Same as Previous,12347012,,Btech,Me,,,,P-5923,Boi,,,,231347021
S-04691,U-0569,C-44773,Shelby,9999994691,Leroy,,,M,Unmarried,Indian,2736 DORINE WAY,Same as Previous,12347013,,Btech,Ce,,,,P-5924,Sbi ,,,,231347022
S-04692,U-0569,C-44773,Shelby,9999994692,Phelan,,,M,Unmarried,Indian,3550 MARYSVILLE BLVD,Same as Previous,12347014,,Btech,IT,,,,P-5925,Pnb,,,,231347023
S-04693,U-0569,C-44773,Sheldon,9999994693,Rigel,,,M,Unmarried,Indian,8043 PEGLER WAY,Same as Previous,12347015,,Btech,Cse,,,,P-5926,Sbi,,,,231347024
S-04694,U-0569,C-44773,Shelia,9999994694,Malachi,,,M,Unmarried,Indian,PEGLER WAY / VALLEY HI DR,Same as Previous,12347016,,Btech,IT,,,,P-5927,Pnb,,,,231347025
S-04695,U-0569,C-44773,Shella,9999994695,James,,,M,Unmarried,Indian,CARNATION AVE / YREKA AVE,Same as Previous,12347017,,Btech,IT,,,,P-5928,Hdfc,,,,231347026
S-04696,U-0569,C-44773,Shelley,9999994696,Carson,,,M,Unmarried,Indian,7485 24TH ST,Same as Previous,12347018,,Btech,CSE,,,,P-5929,Sbi,,,,231347027
S-04697,U-0569,C-44773,Shelli,9999994697,Caleb,,,M,Unmarried,Indian,3613 RIO LOMA WAY,Same as Previous,12347019,,Btech,ECE,,,,P-5930,Uni,,,,231347028
S-04698,U-0569,C-44773,Shellie,9999994698,Howard,,,M,Unmarried,Indian,4390 ATTAWA AVE,Same as Previous,12347020,,Btech,Cse,,,,P-5931,Axis,,,,231347029
S-04699,U-0569,C-44773,Shelly,9999994699,Darius,,,M,Unmarried,Indian,6121 BAMFORD DR,Same as Previous,12347021,,Btech,IT,,,,P-5932,Icici,,,,231347030
S-04700,U-0569,C-44773,Shelton,9999994700,Neil,,,M,Unmarried,Indian,7TH ST / L ST,Same as Previous,12347022,,Btech,Ece,,,,P-5933,Sbi,,,,231347031
S-04701,U-0569,C-44773,Shemeka,9999994701,Harrison,,,M,Unmarried,Indian,1924 EL CAMINO AVE,Same as Previous,12347023,,Btech,Ece,,,,P-5934,Sbi,,,,231347032
S-04702,U-0569,C-44773,Shemika,9999994702,Addison,,,M,Unmarried,Indian,38 LANYARD CT,Same as Previous,12347024,,Btech,ME,,,,P-5935,Pnb,,,,231347033
S-04703,U-0569,C-44773,Shena,9999994703,Castor,,,M,Unmarried,Indian,630 SEQUOIA PACIFIC BLVD,Same as Previous,12347025,,Btech,CE,,,,P-5936,Canara,,,,231347034
S-04704,U-0569,C-44773,Shenika,9999994704,Lucius,,,M,Unmarried,Indian,2926 OBERLIN CT,Same as Previous,12347026,,Btech,ME,,,,P-5937,Sbi,,,,231347035
S-04705,U-0569,C-44773,Shenita,9999994705,Zachary,,,M,Unmarried,Indian,1300 N C ST,Same as Previous,12347027,,Btech,CE,,,,P-5938,Sbi,,,,231347036
S-04706,U-0569,C-44773,Shenna,9999994706,Malik,,,M,Unmarried,Indian,8401 VALLEY LARK DR,Same as Previous,12347028,,Btech,Cse,,,,P-5939,Canara,,,,231347037
S-04707,U-0569,C-44773,Shera,9999994707,Merrill,,,M,Unmarried,Indian,2700 GATEWAY OAKS DR,Same as Previous,12347029,,Btech,Cse,,,,P-5940,Sbi,,,,231347038
S-04708,U-0569,C-44773,Sheree,9999994708,Theodore,,,M,Unmarried,Indian,6770 FOLSOM BLVD,Same as Previous,12347030,,Btech,IT,,,,P-5941,Hdfc,,,,231347039
S-04709,U-0569,C-44773,Sherell,9999994709,Jakeem,,,M,Unmarried,Indian,3113 JUDAH ST,Same as Previous,12347031,,Btech,Ece,,,,P-5942,Sbi,,,,231347040
S-04710,U-0569,C-44773,Sheri,9999994710,Zeus,,,M,Unmarried,Indian,1038 ACACIA AVE,Same as Previous,12347032,,Btech,Ece,,,,P-5943,Axis,,,,231347041
S-04711,U-0569,C-44773,Sherice,9999994711,Tarik,,,M,Unmarried,Indian,1575 34TH ST,Same as Previous,12347033,,Btech,Cse,,,,P-5944,icici,,,,231347042
S-04712,U-0569,C-44773,Sheridan,9999994712,Reece,,,M,Unmarried,Indian,EXPO PKWY / LEISURE LN,Same as Previous,12347034,,Btech,Cse,,,,P-5945,Uni,,,,231347043
S-04713,U-0569,C-44773,Sherie,9999994713,Quentin,,,M,Unmarried,Indian,6921 27TH ST,Same as Previous,12347035,,Btech,Me,,,,P-5946,Boi,,,,231347044
S-04714,U-0569,C-44773,Sherika,9999994714,Timon,,,M,Unmarried,Indian,3027 K ST,Same as Previous,12347036,,Btech,Ce,,,,P-5947,Sbi ,,,,231347045
S-04715,U-0569,C-44773,Sherill,9999994715,Howard,,,M,Unmarried,Indian,HWY 99 SB / 12TH AVE,Same as Previous,12347037,,Btech,IT,,,,P-5948,Pnb,,,,231347046
S-04716,U-0569,C-44773,Sherilyn,9999994716,Blake,,,M,Unmarried,Indian,21ST AVE / 34TH ST,Same as Previous,12347038,,Btech,Cse,,,,P-5949,Sbi,,,,231347047
S-04717,U-0569,C-44773,Sherise,9999994717,Elton,,,M,Unmarried,Indian,3555 AUBURN BLVD,Same as Previous,12347039,,Btech,IT,,,,P-5950,Pnb,,,,231347048
S-04718,U-0569,C-44773,Sherita,9999994718,Sylvester,,,M,Unmarried,Indian,5860 WILKINSON ST,Same as Previous,12347040,,Btech,IT,,,,P-5951,Hdfc,,,,231347049
S-04719,U-0569,C-44773,Sherlene,9999994719,Zeph,,,M,Unmarried,Indian,2834 TOY AVE,Same as Previous,12347041,,Btech,CSE,,,,P-5952,Sbi,,,,231347050
S-04720,U-0569,C-44773,Sherley,9999994720,Cain,,,M,Unmarried,Indian,3916 ELM ST,Same as Previous,12347042,,Btech,ECE,,,,P-5953,Uni,,,,231347051
S-04721,U-0569,C-44773,Sherly,9999994721,Geoffrey,,,M,Unmarried,Indian,7769 DIXIE LOU ST,Same as Previous,12347043,,Btech,Cse,,,,P-5954,Axis,,,,231347052
S-04722,U-0569,C-44773,Sherlyn,9999994722,Malachi,,,M,Unmarried,Indian,MEADOWVIEW RD / DETROIT BLVD,Same as Previous,12347044,,Btech,IT,,,,P-5955,Icici,,,,231347053
S-04723,U-0569,C-44773,Sherman,9999994723,Jermaine,,,M,Unmarried,Indian,NORTHGATE BLVD / BRIDGEFORD DR,Same as Previous,12347045,,Btech,Ece,,,,P-5956,Sbi,,,,231347054
S-04724,U-0569,C-44773,Sheron,9999994724,Hedley,,,M,Unmarried,Indian,5385 FRANKLIN BLVD,Same as Previous,12347046,,Btech,Ece,,,,P-5957,Sbi,,,,231347055
S-04725,U-0569,C-44773,Sherrell,9999994725,Dylan,,,M,Unmarried,Indian,2801 K ST,Same as Previous,12347047,,Btech,ME,,,,P-5958,Pnb,,,,231347056
S-04726,U-0569,C-44773,Sherri,9999994726,Hamish,,,M,Unmarried,Indian,152 BELL AVE,Same as Previous,12347048,,Btech,CE,,,,P-5959,Canara,,,,231347057
S-04727,U-0569,C-44773,Sherrie,9999994727,Harlan,,,M,Unmarried,Indian,2248 1/2 GRAND AVE,Same as Previous,12347049,,Btech,ME,,,,P-5960,Sbi,,,,231347058
S-04728,U-0569,C-44773,Sherril,9999994728,Xenos,,,M,Unmarried,Indian,FRANKLIN BLVD / 29TH AVE,Same as Previous,12347050,,Btech,CE,,,,P-5961,Sbi,,,,231347059
S-04729,U-0569,C-44773,Sherrill,9999994729,Abraham,,,M,Unmarried,Indian,STOCKTON BLVD / EL PARAISO AVE,Same as Previous,12347051,,Btech,Cse,,,,P-5962,Canara,,,,231347060
S-04730,U-0569,C-44773,Sherron,9999994730,Ferdinand,,,M,Unmarried,Indian,2454 DEL PASO BLVD,Same as Previous,12347052,,Btech,Cse,,,,P-5963,Sbi,,,,231347061
S-04731,U-0569,C-44773,Sherry,9999994731,Dorian,,,M,Unmarried,Indian,FRANKLIN BLVD / COLEMAN WAY,Same as Previous,12347053,,Btech,IT,,,,P-5964,Hdfc,,,,231347062
S-04732,U-0569,C-44773,Sherryl,9999994732,Alec,,,M,Unmarried,Indian,2627 57TH AVE,Same as Previous,12347054,,Btech,Ece,,,,P-5965,Sbi,,,,231347063
