Student ID(Primary Key),Univ ID(Foregin Key),College ID(Foreign Key),Name,Email,Login ID ,Password,Is Aadhaar Verified?,Are Bank Details Verified?,Is PAN Verified?
S-08173,,,,,S-08173,pass8295,Yes,Yes,No
S-08174,,,,,S-08174,pass8296,No,Yes,Yes
S-08175,,,,,S-08175,pass8297,Yes,No ,Yes
S-08176,,,,,S-08176,pass8298,No,Yes,No
S-08177,,,,,S-08177,pass8299,Yes ,No,No
S-08178,,,,,S-08178,pass8300,Yes,No,No
S-08179,,,,,S-08179,pass8301,Yes,No,Yes
S-08180,,,,,S-08180,pass8302,Yes,Yes,Yes
S-08181,,,,,S-08181,pass8303,No,Yes,Yes
S-08182,,,,,S-08182,pass8304,No,No,No
S-08183,,,,,S-08183,pass8305,No,No,Yes
S-08184,,,,,S-08184,pass8306,Ye,Yes,No
S-08185,,,,,S-08185,pass8307,Yes,Yes,No
S-08186,,,,,S-08186,pass8308,Yes,Yes,Yes
S-08187,,,,,S-08187,pass8309,Yes,Yes,Yes
S-08188,,,,,S-08188,pass8310,No,Yes,Yes
S-08189,,,,,S-08189,pass8311,Yes,Yes,No
S-08190,,,,,S-08190,pass8312,No,Yes,No
S-08191,,,,,S-08191,pass8313,Yes,Yes,Yes
S-08192,,,,,S-08192,pass8314,Yes,Yes,Yes
S-08193,,,,,S-08193,pass8315,No,No,Yes
S-08194,,,,,S-08194,pass8316,Yes,No,Yes
S-08195,,,,,S-08195,pass8317,No,No,Yes
S-08196,,,,,S-08196,pass8318,Yes,Yes,No
S-08197,,,,,S-08197,pass8319,No,Yes,Yes
S-08198,,,,,S-08198,pass8320,Yes ,No ,Yes
S-08199,,,,,S-08199,pass8321,Yes,Yes,No
S-08200,,,,,S-08200,pass8322,Yes,No,No
S-08201,,,,,S-08201,pass8323,Yes,No,No
S-08202,,,,,S-08202,pass8324,No,No,Yes
S-08203,,,,,S-08203,pass8325,No,Yes,Yes
S-08204,,,,,S-08204,pass8326,No,Yes,Yes
S-08205,,,,,S-08205,pass8327,Ye,No,No
S-08206,,,,,S-08206,pass8328,Yes,No,Yes
S-08207,,,,,S-08207,pass8329,Yes,Yes,No
S-08208,,,,,S-08208,pass8330,Yes,Yes,No
S-08209,,,,,S-08209,pass8331,No,Yes,Yes
S-08210,,,,,S-08210,pass8332,Yes,Yes,Yes
S-08211,,,,,S-08211,pass8333,No,Yes,Yes
S-08212,,,,,S-08212,pass8334,Yes,Yes,No
S-08213,,,,,S-08213,pass8335,Yes,Yes,No
S-08214,,,,,S-08214,pass8336,No,Yes,Yes
S-08215,,,,,S-08215,pass8337,Yes,Yes,Yes
S-08216,,,,,S-08216,pass8338,No,No,Yes
S-08217,,,,,S-08217,pass8339,Yes,No,Yes
S-08218,,,,,S-08218,pass8340,No,No,Yes
S-08219,,,,,S-08219,pass8341,Yes ,Yes,No
S-08220,,,,,S-08220,pass8342,Yes,Yes,Yes
S-08221,,,,,S-08221,pass8343,Yes,No ,Yes
S-08222,,,,,S-08222,pass8344,Yes,Yes,No
S-08223,,,,,S-08223,pass8345,No,No,No
S-08224,,,,,S-08224,pass8346,No,No,No
S-08225,,,,,S-08225,pass8347,No,No,Yes
S-08226,,,,,S-08226,pass8348,Ye,Yes,Yes
S-08227,,,,,S-08227,pass8349,Yes,Yes,Yes
S-08228,,,,,S-08228,pass8350,Yes,No,No
S-08229,,,,,S-08229,pass8351,Yes,No,Yes
S-08230,,,,,S-08230,pass8352,No,Yes,No
S-08231,,,,,S-08231,pass8353,Yes,Yes,No
S-08232,,,,,S-08232,pass8354,No,Yes,Yes
S-08233,,,,,S-08233,pass8355,Yes,Yes,Yes
S-08234,,,,,S-08234,pass8356,Yes,Yes,Yes
S-08235,,,,,S-08235,pass8357,No,Yes,No
S-08236,,,,,S-08236,pass8358,Yes,Yes,No
S-08237,,,,,S-08237,pass8359,No,Yes,Yes
S-08238,,,,,S-08238,pass8360,Yes,Yes,Yes
S-08239,,,,,S-08239,pass8361,No,No,Yes
S-08240,,,,,S-08240,pass8362,Yes ,No,Yes
S-08241,,,,,S-08241,pass8363,Yes,No,Yes
S-08242,,,,,S-08242,pass8364,Yes,Yes,No
S-08243,,,,,S-08243,pass8365,Yes,Yes,Yes
S-08244,,,,,S-08244,pass8366,No,No ,Yes
S-08245,,,,,S-08245,pass8367,No,Yes,No
S-08246,,,,,S-08246,pass8368,No,No,No
S-08247,,,,,S-08247,pass8369,Ye,No,No
S-08248,,,,,S-08248,pass8370,Yes,No,Yes
S-08249,,,,,S-08249,pass8371,Yes,Yes,Yes
S-08250,,,,,S-08250,pass8372,Yes,Yes,Yes
S-08251,,,,,S-08251,pass8373,No,No,No
S-08252,,,,,S-08252,pass8374,Yes,No,Yes
S-08253,,,,,S-08253,pass8375,No,Yes,No
S-08254,,,,,S-08254,pass8376,Yes,Yes,No
S-08255,,,,,S-08255,pass8377,Yes,Yes,Yes
S-08256,,,,,S-08256,pass8378,No,Yes,Yes
S-08257,,,,,S-08257,pass8379,Yes,Yes,Yes
S-08258,,,,,S-08258,pass8380,No,Yes,No
S-08259,,,,,S-08259,pass8381,Yes,Yes,No
S-08260,,,,,S-08260,pass8382,No,Yes,Yes
S-08261,,,,,S-08261,pass8383,Yes ,Yes,Yes
S-08262,,,,,S-08262,pass8384,Yes,No,Yes
S-08263,,,,,S-08263,pass8385,Yes,No,Yes
S-08264,,,,,S-08264,pass8386,Yes,No,Yes
S-08265,,,,,S-08265,pass8387,No,Yes,No
S-08266,,,,,S-08266,pass8388,No,Yes,Yes
S-08267,,,,,S-08267,pass8389,No,No ,Yes
S-08268,,,,,S-08268,pass8390,Ye,Yes,No
S-08269,,,,,S-08269,pass8391,Yes,No,No
S-08270,,,,,S-08270,pass8392,Yes,No,No
S-08271,,,,,S-08271,pass8393,Yes,No,Yes
S-08272,,,,,S-08272,pass8394,No,Yes,Yes
S-08273,,,,,S-08273,pass8395,Yes,Yes,Yes
S-08274,,,,,S-08274,pass8396,No,No,No
S-08275,,,,,S-08275,pass8397,Yes,No,Yes
S-08276,,,,,S-08276,pass8398,Yes,Yes,No
S-08277,,,,,S-08277,pass8399,No,Yes,No
S-08278,,,,,S-08278,pass8400,Yes,Yes,Yes
S-08279,,,,,S-08279,pass8401,No,Yes,Yes
S-08280,,,,,S-08280,pass8402,Yes,Yes,Yes
S-08281,,,,,S-08281,pass8403,No,Yes,No
S-08282,,,,,S-08282,pass8404,Yes ,Yes,No
S-08283,,,,,S-08283,pass8405,Yes,Yes,Yes
S-08284,,,,,S-08284,pass8406,Yes,Yes,Yes
S-08285,,,,,S-08285,pass8407,Yes,No,Yes
S-08286,,,,,S-08286,pass8408,No,No,Yes
S-08287,,,,,S-08287,pass8409,No,No,Yes
S-08288,,,,,S-08288,pass8410,No,Yes,No
S-08289,,,,,S-08289,pass8411,Ye,Yes,Yes
S-08290,,,,,S-08290,pass8412,Yes,No ,Yes
S-08291,,,,,S-08291,pass8413,Yes,Yes,No
S-08292,,,,,S-08292,pass8414,Yes,No,No
S-08293,,,,,S-08293,pass8415,No,No,No
S-08294,,,,,S-08294,pass8416,Yes,No,Yes
S-08295,,,,,S-08295,pass8417,No,Yes,Yes
S-08296,,,,,S-08296,pass8418,Yes,Yes,Yes
S-08297,,,,,S-08297,pass8419,Yes,No,No
S-08298,,,,,S-08298,pass8420,No,No,Yes
S-08299,,,,,S-08299,pass8421,Yes,Yes,No
S-08300,,,,,S-08300,pass8422,No,Yes,No
S-08301,,,,,S-08301,pass8423,Yes,Yes,Yes
S-08302,,,,,S-08302,pass8424,No,Yes,Yes
S-08303,,,,,S-08303,pass8425,Yes ,Yes,Yes
S-08304,,,,,S-08304,pass8426,Yes,Yes,No
S-08305,,,,,S-08305,pass8427,Yes,Yes,No
S-08306,,,,,S-08306,pass8428,Yes,Yes,Yes
S-08307,,,,,S-08307,pass8429,No,Yes,Yes
S-08308,,,,,S-08308,pass8430,No,No,Yes
S-08309,,,,,S-08309,pass8431,No,No,Yes
S-08310,,,,,S-08310,pass8432,Ye,No,Yes
S-08311,,,,,S-08311,pass8433,Yes,Yes,No
S-08312,,,,,S-08312,pass8434,Yes,Yes,Yes
S-08313,,,,,S-08313,pass8435,Yes,No ,Yes
S-08314,,,,,S-08314,pass8436,No,Yes,No
S-08315,,,,,S-08315,pass8437,Yes,No,No
S-08316,,,,,S-08316,pass8438,No,No,No
S-08317,,,,,S-08317,pass8439,Yes,No,Yes
S-08318,,,,,S-08318,pass8440,Yes,Yes,Yes
S-08319,,,,,S-08319,pass8441,No,Yes,Yes
S-08320,,,,,S-08320,pass8442,Yes,No,No
S-08321,,,,,S-08321,pass8443,No,No,Yes
S-08322,,,,,S-08322,pass8444,Yes,Yes,No
S-08323,,,,,S-08323,pass8445,No,Yes,No
S-08324,,,,,S-08324,pass8446,Yes ,Yes,Yes
S-08325,,,,,S-08325,pass8447,Yes,Yes,Yes
S-08326,,,,,S-08326,pass8448,Yes,Yes,Yes
S-08327,,,,,S-08327,pass8449,Yes,Yes,No
S-08328,,,,,S-08328,pass8450,No,Yes,No
S-08329,,,,,S-08329,pass8451,No,Yes,Yes
S-08330,,,,,S-08330,pass8452,No,Yes,Yes
S-08331,,,,,S-08331,pass8453,Ye,No,Yes
S-08332,,,,,S-08332,pass8454,Yes,No,Yes
S-08333,,,,,S-08333,pass8455,Yes,No,Yes
S-08334,,,,,S-08334,pass8456,Yes,Yes,No
S-08335,,,,,S-08335,pass8457,No,Yes,Yes
S-08336,,,,,S-08336,pass8458,Yes,No ,Yes
S-08337,,,,,S-08337,pass8459,No,Yes,No
S-08338,,,,,S-08338,pass8460,Yes,No,No
S-08339,,,,,S-08339,pass8461,Yes,No,No
S-08340,,,,,S-08340,pass8462,No,No,Yes
S-08341,,,,,S-08341,pass8463,Yes,Yes,Yes
S-08342,,,,,S-08342,pass8464,No,Yes,Yes
S-08343,,,,,S-08343,pass8465,Yes,No,No
S-08344,,,,,S-08344,pass8466,No,No,Yes
S-08345,,,,,S-08345,pass8467,Yes ,Yes,No
S-08346,,,,,S-08346,pass8468,Yes,Yes,No
S-08347,,,,,S-08347,pass8469,Yes,Yes,Yes
S-08348,,,,,S-08348,pass8470,Yes,Yes,Yes
S-08349,,,,,S-08349,pass8471,No,Yes,Yes
S-08350,,,,,S-08350,pass8472,No,Yes,No
S-08351,,,,,S-08351,pass8473,No,Yes,No
S-08352,,,,,S-08352,pass8474,Ye,Yes,Yes
S-08353,,,,,S-08353,pass8475,Yes,Yes,Yes
S-08354,,,,,S-08354,pass8476,Yes,No,Yes
S-08355,,,,,S-08355,pass8477,Yes,No,Yes
S-08356,,,,,S-08356,pass8478,No,No,Yes
S-08357,,,,,S-08357,pass8479,Yes,Yes,No
S-08358,,,,,S-08358,pass8480,No,Yes,Yes
S-08359,,,,,S-08359,pass8481,Yes,No ,Yes
S-08360,,,,,S-08360,pass8482,Yes,Yes,No
S-08361,,,,,S-08361,pass8483,No,No,No
S-08362,,,,,S-08362,pass8484,Yes,No,No
S-08363,,,,,S-08363,pass8485,No,No,Yes
S-08364,,,,,S-08364,pass8486,Yes,Yes,Yes
S-08365,,,,,S-08365,pass8487,No,Yes,Yes
S-08366,,,,,S-08366,pass8488,Yes ,No,No
S-08367,,,,,S-08367,pass8489,Yes,No,Yes
S-08368,,,,,S-08368,pass8490,Yes,Yes,No
S-08369,,,,,S-08369,pass8491,Yes,Yes,No
S-08370,,,,,S-08370,pass8492,No,Yes,Yes
S-08371,,,,,S-08371,pass8493,No,Yes,Yes
S-08372,,,,,S-08372,pass8494,No,Yes,Yes
S-08373,,,,,S-08373,pass8495,Ye,Yes,No
S-08374,,,,,S-08374,pass8496,Yes,Yes,No
S-08375,,,,,S-08375,pass8497,Yes,Yes,Yes
S-08376,,,,,S-08376,pass8498,Yes,Yes,Yes
S-08377,,,,,S-08377,pass8499,No,No,Yes
S-08378,,,,,S-08378,pass8500,Yes,No,Yes
S-08379,,,,,S-08379,pass8501,No,No,Yes
S-08380,,,,,S-08380,pass8502,Yes,Yes,No
S-08381,,,,,S-08381,pass8503,Yes,Yes,Yes
S-08382,,,,,S-08382,pass8504,No,No ,Yes
S-08383,,,,,S-08383,pass8505,Yes,Yes,No
S-08384,,,,,S-08384,pass8506,No,No,No
S-08385,,,,,S-08385,pass8507,Yes,No,No
S-08386,,,,,S-08386,pass8508,No,No,Yes
S-08387,,,,,S-08387,pass8509,Yes ,Yes,Yes
S-08388,,,,,S-08388,pass8510,Yes,Yes,Yes
S-08389,,,,,S-08389,pass8511,Yes,No,No
S-08390,,,,,S-08390,pass8512,Yes,No,Yes
S-08391,,,,,S-08391,pass8513,No,Yes,No
S-08392,,,,,S-08392,pass8514,No,Yes,No
S-08393,,,,,S-08393,pass8515,No,Yes,Yes
S-08394,,,,,S-08394,pass8516,Ye,Yes,Yes
S-08395,,,,,S-08395,pass8517,Yes,Yes,Yes
S-08396,,,,,S-08396,pass8518,Yes,Yes,No
S-08397,,,,,S-08397,pass8519,Yes,Yes,No
S-08398,,,,,S-08398,pass8520,No,Yes,Yes
S-08399,,,,,S-08399,pass8521,Yes,Yes,Yes
S-08400,,,,,S-08400,pass8522,No,No,Yes
S-08401,,,,,S-08401,pass8523,Yes,No,Yes
S-08402,,,,,S-08402,pass8524,Yes,No,Yes
S-08403,,,,,S-08403,pass8525,No,Yes,No
S-08404,,,,,S-08404,pass8526,Yes,Yes,Yes
S-08405,,,,,S-08405,pass8527,No,No ,Yes
S-08406,,,,,S-08406,pass8528,Yes,Yes,No
S-08407,,,,,S-08407,pass8529,No,No,No
S-08408,,,,,S-08408,pass8530,Yes ,No,No
S-08409,,,,,S-08409,pass8531,Yes,No,Yes
S-08410,,,,,S-08410,pass8532,Yes,Yes,Yes
S-08411,,,,,S-08411,pass8533,Yes,Yes,Yes
S-08412,,,,,S-08412,pass8534,No,No,No
S-08413,,,,,S-08413,pass8535,No,No,Yes
S-08414,,,,,S-08414,pass8536,No,Yes,No
S-08415,,,,,S-08415,pass8537,Ye,Yes,No
S-08416,,,,,S-08416,pass8538,Yes,Yes,Yes
S-08417,,,,,S-08417,pass8539,Yes,Yes,Yes
S-08418,,,,,S-08418,pass8540,Yes,Yes,Yes
S-08419,,,,,S-08419,pass8541,No,Yes,No
S-08420,,,,,S-08420,pass8542,Yes,Yes,No
S-08421,,,,,S-08421,pass8543,No,Yes,Yes
S-08422,,,,,S-08422,pass8544,Yes,Yes,Yes
S-08423,,,,,S-08423,pass8545,Yes,No,Yes
S-08424,,,,,S-08424,pass8546,No,No,Yes
S-08425,,,,,S-08425,pass8547,Yes,No,Yes
S-08426,,,,,S-08426,pass8548,No,Yes,No
S-08427,,,,,S-08427,pass8549,Yes,Yes,Yes
S-08428,,,,,S-08428,pass8550,No,No ,Yes
S-08429,,,,,S-08429,pass8551,Yes ,Yes,No
S-08430,,,,,S-08430,pass8552,Yes,No,No
S-08431,,,,,S-08431,pass8553,Yes,No,No
S-08432,,,,,S-08432,pass8554,Yes,No,Yes
S-08433,,,,,S-08433,pass8555,No,Yes,Yes
S-08434,,,,,S-08434,pass8556,No,Yes,Yes
S-08435,,,,,S-08435,pass8557,No,No,No
S-08436,,,,,S-08436,pass8558,Ye,No,Yes
S-08437,,,,,S-08437,pass8559,Yes,Yes,No
S-08438,,,,,S-08438,pass8560,Yes,Yes,No
S-08439,,,,,S-08439,pass8561,Yes,Yes,Yes
S-08440,,,,,S-08440,pass8562,No,Yes,Yes
S-08441,,,,,S-08441,pass8563,Yes,Yes,Yes
S-08442,,,,,S-08442,pass8564,No,Yes,No
S-08443,,,,,S-08443,pass8565,Yes,Yes,No
S-08444,,,,,S-08444,pass8566,Yes,Yes,Yes
S-08445,,,,,S-08445,pass8567,No,Yes,Yes
S-08446,,,,,S-08446,pass8568,Yes,No,Yes
S-08447,,,,,S-08447,pass8569,No,No,Yes
S-08448,,,,,S-08448,pass8570,Yes,No,Yes
S-08449,,,,,S-08449,pass8571,No,Yes,No
S-08450,,,,,S-08450,pass8572,Yes ,Yes,Yes
S-08451,,,,,S-08451,pass8573,Yes,No ,Yes
S-08452,,,,,S-08452,pass8574,Yes,Yes,No
S-08453,,,,,S-08453,pass8575,Yes,No,No
S-08454,,,,,S-08454,pass8576,No,No,No
S-08455,,,,,S-08455,pass8577,No,No,Yes
S-08456,,,,,S-08456,pass8578,No,Yes,Yes
S-08457,,,,,S-08457,pass8579,Ye,Yes,Yes
S-08458,,,,,S-08458,pass8580,Yes,No,No
S-08459,,,,,S-08459,pass8581,Yes,No,Yes
S-08460,,,,,S-08460,pass8582,Yes,Yes,No
S-08461,,,,,S-08461,pass8583,No,Yes,No
S-08462,,,,,S-08462,pass8584,Yes,Yes,Yes
S-08463,,,,,S-08463,pass8585,No,Yes,Yes
S-08464,,,,,S-08464,pass8586,Yes,Yes,Yes
S-08465,,,,,S-08465,pass8587,Yes,Yes,No
S-08466,,,,,S-08466,pass8588,No,Yes,No
S-08467,,,,,S-08467,pass8589,Yes,Yes,Yes
S-08468,,,,,S-08468,pass8590,No,Yes,Yes
S-08469,,,,,S-08469,pass8591,Yes,No,Yes
S-08470,,,,,S-08470,pass8592,No,No,Yes
S-08471,,,,,S-08471,pass8593,Yes ,No,Yes
S-08472,,,,,S-08472,pass8594,Yes,Yes,No
S-08473,,,,,S-08473,pass8595,Yes,Yes,Yes
S-08474,,,,,S-08474,pass8596,Yes,No ,Yes
S-08475,,,,,S-08475,pass8597,No,Yes,No
S-08476,,,,,S-08476,pass8598,No,No,No
S-08477,,,,,S-08477,pass8599,No,No,No
S-08478,,,,,S-08478,pass8600,Ye,No,Yes
S-08479,,,,,S-08479,pass8601,Yes,Yes,Yes
S-08480,,,,,S-08480,pass8602,Yes,Yes,Yes
S-08481,,,,,S-08481,pass8603,Yes,No,No
S-08482,,,,,S-08482,pass8604,No,No,Yes
S-08483,,,,,S-08483,pass8605,Yes,Yes,No
S-08484,,,,,S-08484,pass8606,No,Yes,No
S-08485,,,,,S-08485,pass8607,Yes,Yes,Yes
S-08486,,,,,S-08486,pass8608,Yes,Yes,Yes
S-08487,,,,,S-08487,pass8609,No,Yes,Yes
S-08488,,,,,S-08488,pass8610,Yes,Yes,No
S-08489,,,,,S-08489,pass8611,No,Yes,No
S-08490,,,,,S-08490,pass8612,Yes,Yes,Yes
S-08491,,,,,S-08491,pass8613,No,Yes,Yes
S-08492,,,,,S-08492,pass8614,Yes ,No,Yes
S-08493,,,,,S-08493,pass8615,Yes,No,Yes
S-08494,,,,,S-08494,pass8616,Yes,No,Yes
S-08495,,,,,S-08495,pass8617,Yes,Yes,No
S-08496,,,,,S-08496,pass8618,No,Yes,Yes
S-08497,,,,,S-08497,pass8619,No,No ,Yes
S-08498,,,,,S-08498,pass8620,No,Yes,No
S-08499,,,,,S-08499,pass8621,Ye,No,No
S-08500,,,,,S-08500,pass8622,Yes,No,No
S-08501,,,,,S-08501,pass8623,Yes,No,Yes
S-08502,,,,,S-08502,pass8624,Yes,Yes,Yes
S-08503,,,,,S-08503,pass8625,No,Yes,Yes
S-08504,,,,,S-08504,pass8626,Yes,No,No
S-08505,,,,,S-08505,pass8627,No,No,Yes
S-08506,,,,,S-08506,pass8628,Yes,Yes,No
S-08507,,,,,S-08507,pass8629,Yes,Yes,No
S-08508,,,,,S-08508,pass8630,No,Yes,Yes
S-08509,,,,,S-08509,pass8631,Yes,Yes,Yes
S-08510,,,,,S-08510,pass8632,No,Yes,Yes
S-08511,,,,,S-08511,pass8633,Yes,Yes,No
S-08512,,,,,S-08512,pass8634,No,Yes,No
S-08513,,,,,S-08513,pass8635,Yes ,Yes,Yes
S-08514,,,,,S-08514,pass8636,Yes,Yes,Yes
S-08515,,,,,S-08515,pass8637,Yes,No,Yes
S-08516,,,,,S-08516,pass8638,Yes,No,Yes
S-08517,,,,,S-08517,pass8639,No,No,Yes
S-08518,,,,,S-08518,pass8640,No,Yes,No
S-08519,,,,,S-08519,pass8641,No,Yes,Yes
S-08520,,,,,S-08520,pass8642,Ye,No ,Yes
S-08521,,,,,S-08521,pass8643,Yes,Yes,No
S-08522,,,,,S-08522,pass8644,Yes,No,No
S-08523,,,,,S-08523,pass8645,Yes,No,No
S-08524,,,,,S-08524,pass8646,No,No,Yes
S-08525,,,,,S-08525,pass8647,Yes,Yes,Yes
S-08526,,,,,S-08526,pass8648,No,Yes,Yes
S-08527,,,,,S-08527,pass8649,Yes,No,No
S-08528,,,,,S-08528,pass8650,Yes,No,Yes
S-08529,,,,,S-08529,pass8651,No,Yes,No
S-08530,,,,,S-08530,pass8652,Yes,Yes,No
S-08531,,,,,S-08531,pass8653,No,Yes,Yes
S-08532,,,,,S-08532,pass8654,Yes,Yes,Yes
S-08533,,,,,S-08533,pass8655,No,Yes,Yes
S-08534,,,,,S-08534,pass8656,Yes ,Yes,No
S-08535,,,,,S-08535,pass8657,Yes,Yes,No
S-08536,,,,,S-08536,pass8658,Yes,Yes,Yes
S-08537,,,,,S-08537,pass8659,Yes,Yes,Yes
S-08538,,,,,S-08538,pass8660,No,No,Yes
S-08539,,,,,S-08539,pass8661,No,No,Yes
S-08540,,,,,S-08540,pass8662,No,No,Yes
S-08541,,,,,S-08541,pass8663,Ye,Yes,No
S-08542,,,,,S-08542,pass8664,Yes,Yes,Yes
S-08543,,,,,S-08543,pass8665,Yes,No ,Yes
S-08544,,,,,S-08544,pass8666,Yes,Yes,No
S-08545,,,,,S-08545,pass8667,No,No,No
S-08546,,,,,S-08546,pass8668,Yes,No,No
S-08547,,,,,S-08547,pass8669,No,No,Yes
S-08548,,,,,S-08548,pass8670,Yes,Yes,Yes
S-08549,,,,,S-08549,pass8671,Yes,Yes,Yes
S-08550,,,,,S-08550,pass8672,No,No,No
S-08551,,,,,S-08551,pass8673,Yes,No,Yes
S-08552,,,,,S-08552,pass8674,No,Yes,No
S-08553,,,,,S-08553,pass8675,Yes,Yes,No
S-08554,,,,,S-08554,pass8676,No,Yes,Yes
S-08555,,,,,S-08555,pass8677,Yes ,Yes,Yes
S-08556,,,,,S-08556,pass8678,Yes,Yes,Yes
S-08557,,,,,S-08557,pass8679,Yes,Yes,No
S-08558,,,,,S-08558,pass8680,Yes,Yes,No
S-08559,,,,,S-08559,pass8681,No,Yes,Yes
S-08560,,,,,S-08560,pass8682,No,Yes,Yes
S-08561,,,,,S-08561,pass8683,No,No,Yes
S-08562,,,,,S-08562,pass8684,Ye,No,Yes
S-08563,,,,,S-08563,pass8685,Yes,No,Yes
S-08564,,,,,S-08564,pass8686,Yes,Yes,No
S-08565,,,,,S-08565,pass8687,Yes,Yes,Yes
S-08566,,,,,S-08566,pass8688,No,No ,Yes
S-08567,,,,,S-08567,pass8689,Yes,Yes,No
S-08568,,,,,S-08568,pass8690,No,No,No
S-08569,,,,,S-08569,pass8691,Yes,No,No
S-08570,,,,,S-08570,pass8692,Yes,No,Yes
S-08571,,,,,S-08571,pass8693,No,Yes,Yes
S-08572,,,,,S-08572,pass8694,Yes,Yes,Yes
S-08573,,,,,S-08573,pass8695,No,No,No
S-08574,,,,,S-08574,pass8696,Yes,No,Yes
S-08575,,,,,S-08575,pass8697,No,Yes,No
S-08576,,,,,S-08576,pass8698,Yes ,Yes,No
S-08577,,,,,S-08577,pass8699,Yes,Yes,Yes
S-08578,,,,,S-08578,pass8700,Yes,Yes,Yes
S-08579,,,,,S-08579,pass8701,Yes,Yes,Yes
S-08580,,,,,S-08580,pass8702,No,Yes,No
S-08581,,,,,S-08581,pass8703,No,Yes,No
S-08582,,,,,S-08582,pass8704,No,Yes,Yes
S-08583,,,,,S-08583,pass8705,Ye,Yes,Yes
S-08584,,,,,S-08584,pass8706,Yes,No,Yes
S-08585,,,,,S-08585,pass8707,Yes,No,Yes
S-08586,,,,,S-08586,pass8708,Yes,No,Yes
S-08587,,,,,S-08587,pass8709,No,Yes,No
S-08588,,,,,S-08588,pass8710,Yes,Yes,Yes
S-08589,,,,,S-08589,pass8711,No,No ,Yes
S-08590,,,,,S-08590,pass8712,Yes,Yes,No
S-08591,,,,,S-08591,pass8713,Yes,No,No
S-08592,,,,,S-08592,pass8714,No,No,No
S-08593,,,,,S-08593,pass8715,Yes,No,Yes
S-08594,,,,,S-08594,pass8716,No,Yes,Yes
S-08595,,,,,S-08595,pass8717,Yes,Yes,Yes
S-08596,,,,,S-08596,pass8718,No,No,No
S-08597,,,,,S-08597,pass8719,Yes ,No,Yes
S-08598,,,,,S-08598,pass8720,Yes,Yes,No
S-08599,,,,,S-08599,pass8721,Yes,Yes,No
S-08600,,,,,S-08600,pass8722,Yes,Yes,Yes
S-08601,,,,,S-08601,pass8723,No,Yes,Yes
S-08602,,,,,S-08602,pass8724,No,Yes,Yes
S-08603,,,,,S-08603,pass8725,No,Yes,No
S-08604,,,,,S-08604,pass8726,Ye,Yes,No
S-08605,,,,,S-08605,pass8727,Yes,Yes,Yes
S-08606,,,,,S-08606,pass8728,Yes,Yes,Yes
S-08607,,,,,S-08607,pass8729,Yes,No,Yes
S-08608,,,,,S-08608,pass8730,No,No,Yes
S-08609,,,,,S-08609,pass8731,Yes,No,Yes
S-08610,,,,,S-08610,pass8732,No,Yes,No
S-08611,,,,,S-08611,pass8733,Yes,Yes,Yes
S-08612,,,,,S-08612,pass8734,Yes,No ,Yes
S-08613,,,,,S-08613,pass8735,No,Yes,No
S-08614,,,,,S-08614,pass8736,Yes,No,No
S-08615,,,,,S-08615,pass8737,No,No,No
S-08616,,,,,S-08616,pass8738,Yes,No,Yes
S-08617,,,,,S-08617,pass8739,No,Yes,Yes
S-08618,,,,,S-08618,pass8740,Yes ,Yes,Yes
S-08619,,,,,S-08619,pass8741,Yes,No,No
S-08620,,,,,S-08620,pass8742,Yes,No,Yes
S-08621,,,,,S-08621,pass8743,Yes,Yes,No
S-08622,,,,,S-08622,pass8744,No,Yes,No
S-08623,,,,,S-08623,pass8745,No,Yes,Yes
S-08624,,,,,S-08624,pass8746,No,Yes,Yes
S-08625,,,,,S-08625,pass8747,Ye,Yes,Yes
S-08626,,,,,S-08626,pass8748,Yes,Yes,No
S-08627,,,,,S-08627,pass8749,Yes,Yes,No
S-08628,,,,,S-08628,pass8750,Yes,Yes,Yes
S-08629,,,,,S-08629,pass8751,No,Yes,Yes
S-08630,,,,,S-08630,pass8752,Yes,No,Yes
S-08631,,,,,S-08631,pass8753,No,No,Yes
S-08632,,,,,S-08632,pass8754,Yes,No,Yes
S-08633,,,,,S-08633,pass8755,Yes,Yes,No
S-08634,,,,,S-08634,pass8756,No,Yes,Yes
S-08635,,,,,S-08635,pass8757,Yes,No ,Yes
S-08636,,,,,S-08636,pass8758,No,Yes,No
S-08637,,,,,S-08637,pass8759,Yes,No,No
S-08638,,,,,S-08638,pass8760,No,No,No
S-08639,,,,,S-08639,pass8761,Yes ,No,Yes
S-08640,,,,,S-08640,pass8762,Yes,Yes,Yes
S-08641,,,,,S-08641,pass8763,Yes,Yes,Yes
S-08642,,,,,S-08642,pass8764,Yes,No,No
S-08643,,,,,S-08643,pass8765,No,No,Yes
S-08644,,,,,S-08644,pass8766,No,Yes,No
S-08645,,,,,S-08645,pass8767,No,Yes,No
S-08646,,,,,S-08646,pass8768,Ye,Yes,Yes
S-08647,,,,,S-08647,pass8769,Yes,Yes,Yes
S-08648,,,,,S-08648,pass8770,Yes,Yes,Yes
S-08649,,,,,S-08649,pass8771,Yes,Yes,No
S-08650,,,,,S-08650,pass8772,No,Yes,No
S-08651,,,,,S-08651,pass8773,Yes,Yes,Yes
S-08652,,,,,S-08652,pass8774,No,Yes,Yes
S-08653,,,,,S-08653,pass8775,Yes,No,Yes
S-08654,,,,,S-08654,pass8776,Yes,No,Yes
S-08655,,,,,S-08655,pass8777,No,No,Yes
