Aadhar No,Full Name,Date Of Birth,Gender,Address,Fathers Name
9999997809,Lauren Leatherbury,01-Jun-07,M,36th ST / G ST,
9999997810,Lauren Leatherbury,08-Jul-08,M,4021 FREEPORT BLVD,
9999997811,Lauren Leatherbury,01-Jan-01,F,40th ST / K ST,
9999997812,Quincy Jones,30-Oct-07,M,5313 FRANKLIN BLVD,
9999997813,Lauren Leatherbury,20-May-08,M,COBBLE COVE LN / COBBLE SHORES DR,
9999997814,Cari MacIntyre,01-Jan-08,M,BROADWAY / 42ND ST,
9999997815,Matthew Grinstein,01-Jan-07,M,24th ST / G ST,
9999997816,Matthew Grinstein,01-Feb-08,F,45th ST / TEMPLE AVE,
9999997817,John Murray,01-Feb-07,M,STOCKTON BLVD / ELDER CREEK RD,
9999997818,John Murray,01-Aug-05,M,1236 48TH ST,
9999997819,Cari MacIntyre,19-Dec-05,M,1427 18TH ST,
9999997820,Cari MacIntyre,25-Oct-06,M,936 3RD ST,
9999997821,Cari MacIntyre,29-Jun-07,F,27th ST / Q ST,
9999997822,Cari MacIntyre,01-Feb-07,M,45th ST / 3RD AVE,
9999997823,Sample Company A,11-Jun-08,M,1867 3RD AVE,
9999997824,Maria Zettner,01-Mar-08,M,TAFT ST / EL CAMINO AVE,
9999997825,Maria Zettner,24-Apr-08,M,X ST / 33RD ST,
9999997826,Sonia Cooley,22-Apr-08,F,3554 1ST AVE,
9999997827,Sibella Parks,01-Jun-07,M,3662 BRANCH ST,
9999997828,Hallie Redmond,16-Oct-05,M,1868 DISCOVERY WAY,
9999997829,Harold Dahlen,11-Jul-07,M,NATOMA WAY / ROANOKE AVE,
9999997830,Harold Dahlen,01-Jun-08,M,7908 LA RIVIERA DR,
9999997831,Hallie Redmond,01-Jun-07,F,50th ST / STOCKTON BLVD,
9999997832,Becky Pak,08-Jul-08,M,37th ST / G ST,
9999997833,Becky Pak,01-Jan-01,M,4022 FREEPORT BLVD,
9999997834,Maria Zettner,30-Oct-07,M,41st ST / K ST,
9999997835,Maria Zettner,20-May-08,M,5314 FRANKLIN BLVD,
9999997836,Maria Zettner,01-Jan-08,F,COBBLE COVE LN / COBBLE SHORES DR,
9999997837,Harold Dahlen,01-Jan-07,M,BROADWAY / 42ND ST,
9999997838,Harold Dahlen,01-Feb-08,M,25th ST / G ST,
9999997839,Harold Dahlen,01-Feb-07,M,46th ST / TEMPLE AVE,
9999997840,Clytie Kelty,01-Aug-05,M,STOCKTON BLVD / ELDER CREEK RD,
9999997841,Clytie Kelty,19-Dec-05,F,1237 48TH ST,
9999997842,Clytie Kelty,25-Oct-06,M,1428 18TH ST,
9999997843,Sibella Parks,29-Jun-07,M,937 3RD ST,
9999997844,Sibella Parks,01-Feb-07,M,28th ST / Q ST,
9999997845,Adam Shillingsburg,11-Jun-08,M,46th ST / 3RD AVE,
9999997846,Clytie Kelty,01-Mar-08,F,1868 3RD AVE,
9999997847,Clytie Kelty,24-Apr-08,M,TAFT ST / EL CAMINO AVE,
9999997848,Brooke Gillingham,22-Apr-08,M,X ST / 33RD ST,
9999997849,Brooke Gillingham,01-Jun-07,M,3555 1ST AVE,
9999997850,Tom Boeckenhauer,16-Oct-05,M,3663 BRANCH ST,
9999997851,Alex Russell,11-Jul-07,F,1869 DISCOVERY WAY,
9999997852,Tom Boeckenhauer,01-Jun-08,M,NATOMA WAY / ROANOKE AVE,
9999997853,Alejandro Ballentine,01-Jun-07,M,7909 LA RIVIERA DR,
9999997854,Alejandro Ballentine,08-Jul-08,M,51st ST / STOCKTON BLVD,
9999997855,Alejandro Ballentine,01-Jan-01,M,38th ST / G ST,
9999997856,Becky Pak,30-Oct-07,F,4023 FREEPORT BLVD,
9999997857,Becky Pak,20-May-08,M,42nd ST / K ST,
9999997858,Becky Pak,01-Jan-08,M,5315 FRANKLIN BLVD,
9999997859,Harold Dahlen,01-Jan-07,M,COBBLE COVE LN / COBBLE SHORES DR,
9999997860,Harold Dahlen,01-Feb-08,M,BROADWAY / 42ND ST,
9999997861,Adam Shillingsburg,01-Feb-07,F,26th ST / G ST,
9999997862,Alejandro Ballentine,01-Aug-05,M,47th ST / TEMPLE AVE,
9999997863,Claire Good,19-Dec-05,M,STOCKTON BLVD / ELDER CREEK RD,
9999997864,Claire Good,25-Oct-06,M,1238 48TH ST,
9999997865,Alejandro Ballentine,29-Jun-07,M,1429 18TH ST,
9999997866,Sibella Parks,01-Feb-07,F,938 3RD ST,
9999997867,Alex Russell,11-Jun-08,M,29th ST / Q ST,
9999997868,Alex Russell,01-Mar-08,M,47th ST / 3RD AVE,
9999997869,Tom Boeckenhauer,24-Apr-08,M,1869 3RD AVE,
9999997870,Becky Pak,22-Apr-08,M,TAFT ST / EL CAMINO AVE,
9999997871,Sibella Parks,01-Jun-07,F,X ST / 33RD ST,
9999997872,Sibella Parks,16-Oct-05,M,3556 1ST AVE,
9999997873,Alex Russell,11-Jul-07,M,3664 BRANCH ST,
9999997874,Clytie Kelty,01-Jun-08,M,1870 DISCOVERY WAY,
9999997875,Trudy Bell,01-Jun-07,M,NATOMA WAY / ROANOKE AVE,
9999997876,Alyssa Crouse,08-Jul-08,F,7910 LA RIVIERA DR,
9999997877,Alyssa Crouse,01-Jan-01,M,52nd ST / STOCKTON BLVD,
9999997878,Alyssa Crouse,30-Oct-07,M,39th ST / G ST,
9999997879,Sibella Parks,20-May-08,M,4024 FREEPORT BLVD,
9999997880,Sibella Parks,01-Jan-08,M,43rd ST / K ST,
9999997881,Cassandra Brandow,01-Jan-07,F,5316 FRANKLIN BLVD,
9999997882,Alex Russell,01-Feb-08,M,COBBLE COVE LN / COBBLE SHORES DR,
9999997883,Alyssa Crouse,01-Feb-07,M,BROADWAY / 42ND ST,
9999997884,Adrian Barton,01-Aug-05,M,27th ST / G ST,
9999997885,Catherine Glotzbach,19-Dec-05,M,48th ST / TEMPLE AVE,
9999997886,Adam Shillingsburg,25-Oct-06,F,STOCKTON BLVD / ELDER CREEK RD,
9999997887,Alex Russell,29-Jun-07,M,1239 48TH ST,
9999997888,Catherine Glotzbach,01-Feb-07,M,1430 18TH ST,
9999997889,Alyssa Crouse,11-Jun-08,M,939 3RD ST,
9999997890,Becky Pak,01-Mar-08,M,30th ST / Q ST,
9999997891,Sibella Parks,24-Apr-08,F,48th ST / 3RD AVE,
9999997892,Alyssa Crouse,22-Apr-08,M,1870 3RD AVE,
9999997893,Brooke Gillingham,01-Jun-07,M,TAFT ST / EL CAMINO AVE,
9999997894,Tom Boeckenhauer,16-Oct-05,M,X ST / 33RD ST,
9999997895,Tom Boeckenhauer,11-Jul-07,M,3557 1ST AVE,
9999997896,Jenna Caffey,01-Jun-08,F,3665 BRANCH ST,
9999997897,Jenna Caffey,01-Jun-07,M,1871 DISCOVERY WAY,
9999997898,Rose O'Brian,08-Jul-08,M,NATOMA WAY / ROANOKE AVE,
9999997899,Claire Good,01-Jan-01,M,7911 LA RIVIERA DR,
9999997900,Brooke Gillingham,30-Oct-07,M,53rd ST / STOCKTON BLVD,
9999997901,Trudy Bell,20-May-08,F,40th ST / G ST,
9999997902,Valerie Takahito,01-Jan-08,M,4025 FREEPORT BLVD,
9999997903,Rick Wilson,01-Jan-07,M,44th ST / K ST,
9999997904,Rick Wilson,01-Feb-08,M,5317 FRANKLIN BLVD,
9999997905,Rick Wilson,01-Feb-07,M,COBBLE COVE LN / COBBLE SHORES DR,
9999997906,Rick Wilson,01-Aug-05,F,BROADWAY / 42ND ST,
9999997907,Rick Wilson,19-Dec-05,M,28th ST / G ST,
9999997908,Becky Pak,25-Oct-06,M,49th ST / TEMPLE AVE,
9999997909,Becky Pak,29-Jun-07,M,STOCKTON BLVD / ELDER CREEK RD,
9999997910,Becky Pak,01-Feb-07,M,1240 48TH ST,
9999997911,Adam Shillingsburg,11-Jun-08,F,1431 18TH ST,
9999997912,Catherine Glotzbach,01-Mar-08,M,940 3RD ST,
9999997913,Sibella Parks,24-Apr-08,M,31st ST / Q ST,
9999997914,Tom Boeckenhauer,22-Apr-08,M,49th ST / 3RD AVE,
9999997915,Claire Good,01-Jun-07,M,1871 3RD AVE,
9999997916,Claire Good,16-Oct-05,F,TAFT ST / EL CAMINO AVE,
9999997917,Frank Olsen,11-Jul-07,M,X ST / 33RD ST,
9999997918,Brooke Gillingham,01-Jun-08,M,3558 1ST AVE,
9999997919,Frank Olsen,01-Jun-07,M,3666 BRANCH ST,
9999997920,Frank Olsen,08-Jul-08,M,1872 DISCOVERY WAY,
9999997921,Brooke Gillingham,01-Jan-01,F,NATOMA WAY / ROANOKE AVE,
9999997922,Catherine Glotzbach,30-Oct-07,M,7912 LA RIVIERA DR,
9999997923,Sonia Cooley,20-May-08,M,54th ST / STOCKTON BLVD,
9999997924,Frank Olsen,01-Jan-08,M,41st ST / G ST,
9999997925,Valerie Takahito,01-Jan-07,M,4026 FREEPORT BLVD,
9999997926,Catherine Glotzbach,01-Feb-08,F,45th ST / K ST,
9999997927,Rick Wilson,01-Feb-07,M,5318 FRANKLIN BLVD,
9999997928,Alex Russell,01-Aug-05,M,COBBLE COVE LN / COBBLE SHORES DR,
9999997929,Brooke Gillingham,19-Dec-05,M,BROADWAY / 42ND ST,
9999997930,Brooke Gillingham,25-Oct-06,M,29th ST / G ST,
9999997931,Brooke Gillingham,29-Jun-07,F,50th ST / TEMPLE AVE,
9999997932,Rick Wilson,01-Feb-07,M,STOCKTON BLVD / ELDER CREEK RD,
9999997933,Adam Shillingsburg,11-Jun-08,M,1241 48TH ST,
9999997934,Erica Hackney,01-Mar-08,M,1432 18TH ST,
9999997935,Sibella Parks,24-Apr-08,M,941 3RD ST,
9999997936,Tom Boeckenhauer,22-Apr-08,F,32nd ST / Q ST,
9999997937,Trudy Bell,01-Jun-07,M,50th ST / 3RD AVE,
9999997938,Alyssa Crouse,16-Oct-05,M,1872 3RD AVE,
9999997939,Valerie Takahito,11-Jul-07,M,TAFT ST / EL CAMINO AVE,
9999997940,Trudy Bell,01-Jun-08,M,X ST / 33RD ST,
9999997941,Trudy Bell,01-Jun-07,F,3559 1ST AVE,
9999997942,Alyssa Crouse,08-Jul-08,M,3667 BRANCH ST,
9999997943,Adam Shillingsburg,01-Jan-01,M,1873 DISCOVERY WAY,
9999997944,Valerie Takahito,30-Oct-07,M,NATOMA WAY / ROANOKE AVE,
9999997945,Valerie Takahito,20-May-08,M,7913 LA RIVIERA DR,
9999997946,Adam Shillingsburg,01-Jan-08,F,55th ST / STOCKTON BLVD,
9999997947,Adam Shillingsburg,01-Jan-07,M,42nd ST / G ST,
9999997948,Adam Shillingsburg,01-Feb-08,M,4027 FREEPORT BLVD,
9999997949,Cassandra Brandow,01-Feb-07,M,46th ST / K ST,
9999997950,Jenna Caffey,01-Aug-05,M,5319 FRANKLIN BLVD,
9999997951,Catherine Glotzbach,19-Dec-05,F,COBBLE COVE LN / COBBLE SHORES DR,
9999997952,Becky Pak,25-Oct-06,M,BROADWAY / 42ND ST,
9999997953,Sonia Cooley,29-Jun-07,M,30th ST / G ST,
9999997954,Tom Boeckenhauer,01-Feb-07,M,51st ST / TEMPLE AVE,
9999997955,Alex Russell,11-Jun-08,M,STOCKTON BLVD / ELDER CREEK RD,
9999997956,Sonia Cooley,01-Mar-08,F,1242 48TH ST,
9999997957,Sonia Cooley,24-Apr-08,M,1433 18TH ST,
9999997958,Ken Lonsdale,22-Apr-08,M,942 3RD ST,
9999997959,Adam Shillingsburg,01-Jun-07,M,33rd ST / Q ST,
9999997960,Adam Shillingsburg,16-Oct-05,M,51st ST / 3RD AVE,
9999997961,Ken Lonsdale,11-Jul-07,F,1873 3RD AVE,
9999997962,Cassandra Brandow,01-Jun-08,M,TAFT ST / EL CAMINO AVE,
9999997963,Claire Good,01-Jun-07,M,X ST / 33RD ST,
9999997964,Alejandro Ballentine,08-Jul-08,M,3560 1ST AVE,
9999997965,Alejandro Ballentine,01-Jan-01,M,3668 BRANCH ST,
9999997966,Trudy Bell,30-Oct-07,F,1874 DISCOVERY WAY,
9999997967,Adrian Barton,20-May-08,M,NATOMA WAY / ROANOKE AVE,
9999997968,Adrian Barton,01-Jan-08,M,7914 LA RIVIERA DR,
9999997969,Adrian Barton,01-Jan-07,M,56th ST / STOCKTON BLVD,
9999997970,Adrian Barton,01-Feb-08,M,43rd ST / G ST,
9999997971,Adam Shillingsburg,01-Feb-07,F,4028 FREEPORT BLVD,
9999997972,Ken Lonsdale,01-Aug-05,M,47th ST / K ST,
9999997973,Catherine Glotzbach,19-Dec-05,M,5320 FRANKLIN BLVD,
9999997974,Catherine Glotzbach,25-Oct-06,M,COBBLE COVE LN / COBBLE SHORES DR,
9999997975,Jenna Caffey,29-Jun-07,M,BROADWAY / 42ND ST,
9999997976,Jenna Caffey,01-Feb-07,F,31st ST / G ST,
9999997977,Jenna Caffey,11-Jun-08,M,52nd ST / TEMPLE AVE,
9999997978,Sibella Parks,01-Mar-08,M,STOCKTON BLVD / ELDER CREEK RD,
9999997979,Cassandra Brandow,24-Apr-08,M,1243 48TH ST,
9999997980,Alejandro Ballentine,22-Apr-08,M,1434 18TH ST,
9999997981,Alejandro Ballentine,01-Jun-07,F,943 3RD ST,
9999997982,Becky Pak,16-Oct-05,M,34th ST / Q ST,
9999997983,Becky Pak,11-Jul-07,M,52nd ST / 3RD AVE,
9999997984,Claire Good,01-Jun-08,M,1874 3RD AVE,
9999997985,Claire Good,01-Jun-07,M,TAFT ST / EL CAMINO AVE,
9999997986,Sibella Parks,08-Jul-08,F,X ST / 33RD ST,
9999997987,Sibella Parks,01-Jan-01,M,3561 1ST AVE,
9999997988,Alex Russell,30-Oct-07,M,3669 BRANCH ST,
9999997989,Alex Russell,20-May-08,M,1875 DISCOVERY WAY,
9999997990,Jenna Caffey,01-Jan-08,M,NATOMA WAY / ROANOKE AVE,
9999997991,Cari Sayre,01-Jan-07,F,7915 LA RIVIERA DR,
9999997992,Alice McCarthy,01-Feb-08,M,57th ST / STOCKTON BLVD,
9999997993,Frank Merwin,01-Feb-07,M,44th ST / G ST,
9999997994,Cari Sayre,01-Aug-05,M,4029 FREEPORT BLVD,
9999997995,Alice McCarthy,19-Dec-05,M,48th ST / K ST,
9999997996,Annie Thurman,25-Oct-06,F,5321 FRANKLIN BLVD,
9999997997,Bruce Money,29-Jun-07,M,COBBLE COVE LN / COBBLE SHORES DR,
9999997998,Kelly Williams,01-Feb-07,M,BROADWAY / 42ND ST,
9999997999,Kelly Williams,11-Jun-08,M,32nd ST / G ST,
9999998000,Kelly Williams,01-Mar-08,M,53rd ST / TEMPLE AVE,
9999998001,Daniel Lacy,24-Apr-08,F,STOCKTON BLVD / ELDER CREEK RD,
9999998002,Annie Thurman,22-Apr-08,M,1244 48TH ST,
9999998003,Annie Thurman,01-Jun-07,M,1435 18TH ST,
9999998004,Georgia Rosenberg,16-Oct-05,M,944 3RD ST,
9999998005,Cari Sayre,11-Jul-07,M,35th ST / Q ST,
9999998006,Craig Carroll,01-Jun-08,F,53rd ST / 3RD AVE,
9999998007,Craig Carroll,01-Jun-07,M,1875 3RD AVE,
9999998008,Georgia Rosenberg,08-Jul-08,M,TAFT ST / EL CAMINO AVE,
9999998009,Craig Carroll,01-Jan-01,M,X ST / 33RD ST,
9999998010,Cari Sayre,30-Oct-07,M,3562 1ST AVE,
9999998011,Georgia Rosenberg,20-May-08,F,3670 BRANCH ST,
9999998012,Daniel Lacy,01-Jan-08,M,1876 DISCOVERY WAY,
9999998013,Daniel Lacy,01-Jan-07,M,NATOMA WAY / ROANOKE AVE,
9999998014,Craig Leslie,01-Feb-08,M,7916 LA RIVIERA DR,
9999998015,Craig Leslie,01-Feb-07,M,58th ST / STOCKTON BLVD,
9999998016,Emily Grady,01-Aug-05,F,45th ST / G ST,
9999998017,Larry Tron,19-Dec-05,M,4030 FREEPORT BLVD,
9999998018,Emily Grady,25-Oct-06,M,49th ST / K ST,
9999998019,Alice McCarthy,29-Jun-07,M,5322 FRANKLIN BLVD,
9999998020,Brian DeCherney,01-Feb-07,M,COBBLE COVE LN / COBBLE SHORES DR,
9999998021,Brian DeCherney,11-Jun-08,F,BROADWAY / 42ND ST,
9999998022,Ann Steele,01-Mar-08,M,33rd ST / G ST,
9999998023,Annie Thurman,24-Apr-08,M,54th ST / TEMPLE AVE,
9999998024,Annie Thurman,22-Apr-08,M,STOCKTON BLVD / ELDER CREEK RD,
9999998025,Annie Thurman,01-Jun-07,M,1245 48TH ST,
9999998026,Annie Thurman,16-Oct-05,F,1436 18TH ST,
9999998027,Cari Sayre,11-Jul-07,M,945 3RD ST,
9999998028,Cari Sayre,01-Jun-08,M,36th ST / Q ST,
9999998029,Larry Tron,01-Jun-07,M,54th ST / 3RD AVE,
9999998030,Frank Merwin,08-Jul-08,M,1876 3RD AVE,
9999998031,Alice McCarthy,01-Jan-01,F,TAFT ST / EL CAMINO AVE,
9999998032,Alice McCarthy,30-Oct-07,M,X ST / 33RD ST,
9999998033,Cari Sayre,20-May-08,M,3563 1ST AVE,
9999998034,Cari Sayre,01-Jan-08,M,3671 BRANCH ST,
9999998035,Larry Tron,01-Jan-07,M,1877 DISCOVERY WAY,
9999998036,Larry Tron,01-Feb-08,F,NATOMA WAY / ROANOKE AVE,
9999998037,Emily Grady,01-Feb-07,M,7917 LA RIVIERA DR,
9999998038,Emily Grady,01-Aug-05,M,59th ST / STOCKTON BLVD,
9999998039,Emily Grady,19-Dec-05,M,46th ST / G ST,
9999998040,Ann Steele,25-Oct-06,M,4031 FREEPORT BLVD,
9999998041,Ann Steele,29-Jun-07,F,50th ST / K ST,
9999998042,Frank Merwin,01-Feb-07,M,5323 FRANKLIN BLVD,
9999998043,Alice McCarthy,11-Jun-08,M,COBBLE COVE LN / COBBLE SHORES DR,
9999998044,Alice McCarthy,01-Mar-08,M,BROADWAY / 42ND ST,
9999998045,Harold Pawlan,24-Apr-08,M,34th ST / G ST,
9999998046,Harold Pawlan,22-Apr-08,F,55th ST / TEMPLE AVE,
9999998047,Harold Pawlan,01-Jun-07,M,STOCKTON BLVD / ELDER CREEK RD,
9999998048,Harold Pawlan,16-Oct-05,M,1246 48TH ST,
9999998049,Frank Merwin,11-Jul-07,M,1437 18TH ST,
9999998050,Emily Grady,01-Jun-08,M,946 3RD ST,
9999998051,Annie Thurman,01-Jun-07,F,37th ST / Q ST,
9999998052,Annie Thurman,08-Jul-08,M,55th ST / 3RD AVE,
9999998053,Anthony Jacobs,01-Jan-01,M,1877 3RD AVE,
9999998054,Anthony Jacobs,30-Oct-07,M,TAFT ST / EL CAMINO AVE,
9999998055,Emily Grady,20-May-08,M,X ST / 33RD ST,
9999998056,Katrina Edelman,01-Jan-08,F,3564 1ST AVE,
9999998057,Larry Tron,01-Jan-07,M,3672 BRANCH ST,
9999998058,Bruce Money,01-Feb-08,M,1878 DISCOVERY WAY,
9999998059,Cari Sayre,01-Feb-07,M,NATOMA WAY / ROANOKE AVE,
9999998060,Cari Sayre,01-Aug-05,M,7918 LA RIVIERA DR,
9999998061,Bruce Money,19-Dec-05,F,60th ST / STOCKTON BLVD,
9999998062,Annie Thurman,25-Oct-06,M,47th ST / G ST,
9999998063,Brian DeCherney,29-Jun-07,M,4032 FREEPORT BLVD,
9999998064,Brian DeCherney,01-Feb-07,M,51st ST / K ST,
9999998065,Emily Grady,11-Jun-08,M,5324 FRANKLIN BLVD,
9999998066,Emily Grady,01-Mar-08,F,COBBLE COVE LN / COBBLE SHORES DR,
9999998067,Harold Pawlan,24-Apr-08,M,BROADWAY / 42ND ST,
9999998068,Ann Steele,22-Apr-08,M,35th ST / G ST,
9999998069,Ann Steele,01-Jun-07,M,56th ST / TEMPLE AVE,
9999998070,Ann Steele,16-Oct-05,M,STOCKTON BLVD / ELDER CREEK RD,
9999998071,Larry Tron,11-Jul-07,F,1247 48TH ST,
9999998072,Larry Tron,01-Jun-08,M,1438 18TH ST,
9999998073,Larry Tron,01-Jun-07,M,947 3RD ST,
9999998074,Katrina Edelman,08-Jul-08,M,38th ST / Q ST,
9999998075,Brian DeCherney,01-Jan-01,M,56th ST / 3RD AVE,
9999998076,Grace Kelly,30-Oct-07,F,1878 3RD AVE,
9999998077,Cari Sayre,20-May-08,M,TAFT ST / EL CAMINO AVE,
9999998078,Cari Sayre,01-Jan-08,M,X ST / 33RD ST,
9999998079,Cari Sayre,01-Jan-07,M,3565 1ST AVE,
9999998080,Cari Sayre,01-Feb-08,M,3673 BRANCH ST,
9999998081,Ann Steele,01-Feb-07,F,1879 DISCOVERY WAY,
9999998082,Brian DeCherney,01-Aug-05,M,NATOMA WAY / ROANOKE AVE,
9999998083,Frank Merwin,19-Dec-05,M,7919 LA RIVIERA DR,
9999998084,Annie Thurman,25-Oct-06,M,61st ST / STOCKTON BLVD,
9999998085,Annie Thurman,29-Jun-07,M,48th ST / G ST,
9999998086,Annie Thurman,01-Feb-07,F,4033 FREEPORT BLVD,
9999998087,Frank Merwin,11-Jun-08,M,52nd ST / K ST,
9999998088,Frank Merwin,01-Mar-08,M,5325 FRANKLIN BLVD,
9999998089,Craig Leslie,24-Apr-08,M,COBBLE COVE LN / COBBLE SHORES DR,
9999998090,Emily Grady,22-Apr-08,M,BROADWAY / 42ND ST,
9999998091,Emily Grady,01-Jun-07,F,36th ST / G ST,
9999998092,Kelly Williams,16-Oct-05,M,57th ST / TEMPLE AVE,
9999998093,Larry Tron,11-Jul-07,M,STOCKTON BLVD / ELDER CREEK RD,
9999998094,Craig Leslie,01-Jun-08,M,1248 48TH ST,
9999998095,Craig Leslie,01-Jun-07,M,1439 18TH ST,
9999998096,Alice McCarthy,08-Jul-08,F,948 3RD ST,
9999998097,Emily Grady,01-Jan-01,M,39th ST / Q ST,
9999998098,Frank Gastineau,30-Oct-07,M,57th ST / 3RD AVE,
9999998099,Larry Tron,20-May-08,M,1879 3RD AVE,
9999998100,Larry Tron,01-Jan-08,M,TAFT ST / EL CAMINO AVE,
9999998101,Larry Tron,01-Jan-07,F,X ST / 33RD ST,
9999998102,Frank Merwin,01-Feb-08,M,3566 1ST AVE,
9999998103,Larry Tron,01-Feb-07,M,3674 BRANCH ST,
9999998104,Grace Kelly,01-Aug-05,M,1880 DISCOVERY WAY,
9999998105,Grace Kelly,19-Dec-05,M,NATOMA WAY / ROANOKE AVE,
9999998106,Grace Kelly,25-Oct-06,F,7920 LA RIVIERA DR,
9999998107,Ann Steele,29-Jun-07,M,62nd ST / STOCKTON BLVD,
9999998108,Brian DeCherney,01-Feb-07,M,49th ST / G ST,
9999998109,Frank Merwin,11-Jun-08,M,4034 FREEPORT BLVD,
9999998110,Frank Merwin,01-Mar-08,M,53rd ST / K ST,
9999998111,Frank Merwin,24-Apr-08,F,5326 FRANKLIN BLVD,
9999998112,Craig Carroll,22-Apr-08,M,COBBLE COVE LN / COBBLE SHORES DR,
9999998113,Ann Steele,01-Jun-07,M,BROADWAY / 42ND ST,
9999998114,Brian DeCherney,16-Oct-05,M,37th ST / G ST,
9999998115,Frank Merwin,11-Jul-07,M,58th ST / TEMPLE AVE,
9999998116,Larry Tron,01-Jun-08,F,STOCKTON BLVD / ELDER CREEK RD,
9999998117,Craig Carroll,01-Jun-07,M,1249 48TH ST,
9999998118,Craig Carroll,08-Jul-08,M,1440 18TH ST,
9999998119,Ann Steele,01-Jan-01,M,949 3RD ST,
9999998120,Larry Tron,30-Oct-07,M,40th ST / Q ST,
9999998121,Kelly Williams,20-May-08,F,58th ST / 3RD AVE,
9999998122,Kelly Williams,01-Jan-08,M,1880 3RD AVE,
9999998123,Alice McCarthy,01-Jan-07,M,TAFT ST / EL CAMINO AVE,
9999998124,Alice McCarthy,01-Feb-08,M,X ST / 33RD ST,
9999998125,Frank Gastineau,01-Feb-07,M,3567 1ST AVE,
9999998126,Larry Tron,01-Aug-05,F,3675 BRANCH ST,
9999998127,Harold Pawlan,19-Dec-05,M,1881 DISCOVERY WAY,
9999998128,Harold Pawlan,25-Oct-06,M,NATOMA WAY / ROANOKE AVE,
9999998129,Grace Kelly,29-Jun-07,M,7921 LA RIVIERA DR,
9999998130,Grace Kelly,01-Feb-07,M,63rd ST / STOCKTON BLVD,
9999998131,Kelly Williams,11-Jun-08,F,50th ST / G ST,
9999998132,Frank Merwin,01-Mar-08,M,4035 FREEPORT BLVD,
9999998133,Frank Merwin,24-Apr-08,M,54th ST / K ST,
9999998134,Frank Merwin,22-Apr-08,M,5327 FRANKLIN BLVD,
9999998135,Frank Merwin,01-Jun-07,M,COBBLE COVE LN / COBBLE SHORES DR,
9999998136,Annie Thurman,16-Oct-05,F,BROADWAY / 42ND ST,
9999998137,Ruben Dartt,11-Jul-07,M,38th ST / G ST,
9999998138,Liz Pelletier,01-Jun-08,M,59th ST / TEMPLE AVE,
9999998139,Liz Pelletier,01-Jun-07,M,STOCKTON BLVD / ELDER CREEK RD,
9999998140,Liz Pelletier,08-Jul-08,M,1250 48TH ST,
9999998141,Tony Sayre,01-Jan-01,F,1441 18TH ST,
9999998142,Tony Sayre,30-Oct-07,M,950 3RD ST,
9999998143,Roy Phan,20-May-08,M,41st ST / Q ST,
9999998144,Clay Cheatham,01-Jan-08,M,59th ST / 3RD AVE,
9999998145,Yoseph Carroll,01-Jan-07,M,1881 3RD AVE,
9999998146,Yoseph Carroll,01-Feb-08,F,TAFT ST / EL CAMINO AVE,
9999998147,Raymond Book,01-Feb-07,M,X ST / 33RD ST,
9999998148,Tony Sayre,01-Aug-05,M,3568 1ST AVE,
9999998149,Tony Sayre,19-Dec-05,M,3676 BRANCH ST,
9999998150,Alan Dominguez,25-Oct-06,M,1882 DISCOVERY WAY,
9999998151,Alan Dominguez,29-Jun-07,F,NATOMA WAY / ROANOKE AVE,
9999998152,Stephanie Phelps,01-Feb-07,M,7922 LA RIVIERA DR,
9999998153,Stephanie Phelps,11-Jun-08,M,64th ST / STOCKTON BLVD,
9999998154,Stephanie Phelps,01-Mar-08,M,51st ST / G ST,
9999998155,Yoseph Carroll,24-Apr-08,M,4036 FREEPORT BLVD,
9999998156,Alan Dominguez,22-Apr-08,F,55th ST / K ST,
9999998157,Adrian Hane,01-Jun-07,M,5328 FRANKLIN BLVD,
9999998158,Tony Sayre,16-Oct-05,M,COBBLE COVE LN / COBBLE SHORES DR,
9999998159,Tonja Turnell,11-Jul-07,M,BROADWAY / 42ND ST,
9999998160,Brendan Sweed,01-Jun-08,M,39th ST / G ST,
9999998161,Brendan Sweed,01-Jun-07,F,60th ST / TEMPLE AVE,
9999998162,Tony Sayre,08-Jul-08,M,STOCKTON BLVD / ELDER CREEK RD,
9999998163,Tony Sayre,01-Jan-01,M,1251 48TH ST,
9999998164,Brendan Sweed,30-Oct-07,M,1442 18TH ST,
9999998165,Ruben Dartt,20-May-08,M,951 3RD ST,
9999998166,Tony Sayre,01-Jan-08,F,42nd ST / Q ST,
9999998167,Tony Sayre,01-Jan-07,M,60th ST / 3RD AVE,
9999998168,Jim Karlsson,01-Feb-08,M,1882 3RD AVE,
9999998169,Tony Sayre,01-Feb-07,M,TAFT ST / EL CAMINO AVE,
9999998170,Jim Karlsson,01-Aug-05,M,X ST / 33RD ST,
9999998171,Jim Karlsson,19-Dec-05,F,3569 1ST AVE,
9999998172,Brendan Sweed,25-Oct-06,M,3677 BRANCH ST,
9999998173,Brendan Sweed,29-Jun-07,M,1883 DISCOVERY WAY,
9999998174,Roy Phan,01-Feb-07,M,NATOMA WAY / ROANOKE AVE,
9999998175,Tony Sayre,11-Jun-08,M,7923 LA RIVIERA DR,
9999998176,Tony Sayre,01-Mar-08,F,65th ST / STOCKTON BLVD,
9999998177,Steven Roelle,24-Apr-08,M,52nd ST / G ST,
9999998178,Christopher Conant,22-Apr-08,M,4037 FREEPORT BLVD,
9999998179,Christopher Conant,01-Jun-07,M,56th ST / K ST,
