Faculty ID(Primary Key),Univ ID(Foregin Key),College ID(Foreign Key),Full Name,Aadhaar No,Father's Name,Mother's Maiden Name,Date of Birth,Gender,Maritial Status,Nationality,Correspondence Address,Permanent Address,Mobile No,Telephone No.,Department,Designation,Date of Joining,Area of Specialisation,Appointment Type,PAN No,Bank Name,Bank_Branch,Account No.,IFSC ,MICR
F-04802,U-0569,C-44631,,10000000648,,,,,Married,INDIAN,,,,,Ece,,,,,,Axis,,,,
F-04803,U-0569,C-44631,,10000000649,,,,,Married,INDIAN,,,,,Cse,,,,,,icici,,,,
F-04804,U-0569,C-44631,,10000000650,,,,,Married,INDIAN,,,,,Cse,,,,,,Uni,,,,
F-04805,U-0569,C-44631,,10000000651,,,,,Married,INDIAN,,,,,Me,,,,,,Boi,,,,
F-04806,U-0569,C-44631,,10000000652,,,,,Un-Married,INDIAN,,,,,Ce,,,,,,Sbi ,,,,
F-04807,U-0569,C-44631,,10000000653,,,,,Un-Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-04808,U-0569,C-44631,,10000000654,,,,,Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-04809,U-0569,C-44631,,10000000655,,,,,Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-04810,U-0569,C-44631,,10000000656,,,,,Un-Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-04811,U-0569,C-44631,,10000000657,,,,,Married,INDIAN,,,,,CSE,,,,,,Sbi,,,,
F-04812,U-0569,C-44631,,10000000658,,,,,Un-Married,INDIAN,,,,,ECE,,,,,,Uni,,,,
F-04813,U-0569,C-44777,,10000000659,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,Axis,,,,
F-04814,U-0569,C-44777,,10000000660,,,,,Married,INDIAN,,,,,IT,,,,,,Icici,,,,
F-04815,U-0569,C-44777,,10000000661,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04816,U-0569,C-44777,,10000000662,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04817,U-0569,C-44777,,10000000663,,,,,Married,INDIAN,,,,,ME,,,,,,Pnb,,,,
F-04818,U-0569,C-44777,,10000000664,,,,,Married,INDIAN,,,,,CE,,,,,,Canara,,,,
F-04819,U-0569,C-44777,,10000000665,,,,,Married,INDIAN,,,,,ME,,,,,,Sbi,,,,
F-04820,U-0569,C-44777,,10000000666,,,,,Married,INDIAN,,,,,CE,,,,,,Sbi,,,,
F-04821,U-0569,C-44777,,10000000667,,,,,Married,INDIAN,,,,,Cse,,,,,,Canara,,,,
F-04822,U-0569,C-44777,,10000000668,,,,,Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-04823,U-0569,C-44777,,10000000669,,,,,Un-Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-04824,U-0569,C-44777,,10000000670,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04825,U-0569,C-44777,,10000000671,,,,,Married,INDIAN,,,,,Ece,,,,,,Axis,,,,
F-04826,U-0569,C-44777,,10000000672,,,,,Married,INDIAN,,,,,Cse,,,,,,icici,,,,
F-04827,U-0569,C-44777,,10000000673,,,,,Married,INDIAN,,,,,Cse,,,,,,Uni,,,,
F-04828,U-0569,C-44777,,10000000674,,,,,Un-Married,INDIAN,,,,,Me,,,,,,Boi,,,,
F-04829,U-0569,C-44777,,10000000675,,,,,Un-Married,INDIAN,,,,,Ce,,,,,,Sbi ,,,,
F-04830,U-0569,C-44777,,10000000676,,,,,Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-04831,U-0569,C-44777,,10000000677,,,,,Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-04832,U-0569,C-44777,,10000000678,,,,,Un-Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-04833,U-0569,C-44777,,10000000679,,,,,Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-04834,U-0569,C-44777,,10000000680,,,,,Un-Married,INDIAN,,,,,CSE,,,,,,Sbi,,,,
F-04835,U-0569,C-44777,,10000000681,,,,,Un-Married,INDIAN,,,,,ECE,,,,,,Uni,,,,
F-04836,U-0569,C-44777,,10000000682,,,,,Married,INDIAN,,,,,Cse,,,,,,Axis,,,,
F-04837,U-0569,C-44777,,10000000683,,,,,Married,INDIAN,,,,,IT,,,,,,Icici,,,,
F-04838,U-0569,C-44777,,10000000684,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04839,U-0569,C-44777,,10000000685,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04840,U-0569,C-44777,,10000000686,,,,,Married,INDIAN,,,,,ME,,,,,,Pnb,,,,
F-04841,U-0569,C-44777,,10000000687,,,,,Married,INDIAN,,,,,CE,,,,,,Canara,,,,
F-04842,U-0569,C-44777,,10000000688,,,,,Married,INDIAN,,,,,ME,,,,,,Sbi,,,,
F-04843,U-0569,C-44777,,10000000689,,,,,Married,INDIAN,,,,,CE,,,,,,Sbi,,,,
F-04844,U-0569,C-44777,,10000000690,,,,,Married,INDIAN,,,,,Cse,,,,,,Canara,,,,
F-04845,U-0569,C-44777,,10000000691,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-04846,U-0569,C-44777,,10000000692,,,,,Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-04847,U-0569,C-44777,,10000000693,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04848,U-0569,C-44777,,10000000694,,,,,Married,INDIAN,,,,,Ece,,,,,,Axis,,,,
F-04849,U-0569,C-44777,,10000000695,,,,,Married,INDIAN,,,,,Cse,,,,,,icici,,,,
F-04850,U-0569,C-44777,,10000000696,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,Uni,,,,
F-04851,U-0569,C-44777,,10000000697,,,,,Un-Married,INDIAN,,,,,Me,,,,,,Boi,,,,
F-04852,U-0569,C-44777,,10000000698,,,,,Married,INDIAN,,,,,Ce,,,,,,Sbi ,,,,
F-04853,U-0569,C-44777,,10000000699,,,,,Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-04854,U-0569,C-44777,,10000000700,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-04855,U-0569,C-44777,,10000000701,,,,,Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-04856,U-0569,C-44777,,10000000702,,,,,Un-Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-04857,U-0569,C-44777,,10000000703,,,,,Un-Married,INDIAN,,,,,CSE,,,,,,Sbi,,,,
F-04858,U-0569,C-44777,,10000000704,,,,,Married,INDIAN,,,,,ECE,,,,,,Uni,,,,
F-04859,U-0569,C-44777,,10000000705,,,,,Married,INDIAN,,,,,Cse,,,,,,Axis,,,,
F-04860,U-0569,C-44777,,10000000706,,,,,Married,INDIAN,,,,,IT,,,,,,Icici,,,,
F-04861,U-0569,C-44777,,10000000707,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04862,U-0569,C-44777,,10000000708,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04863,U-0569,C-44777,,10000000709,,,,,Married,INDIAN,,,,,ME,,,,,,Pnb,,,,
F-04864,U-0569,C-44777,,10000000710,,,,,Married,INDIAN,,,,,CE,,,,,,Canara,,,,
F-04865,U-0569,C-44777,,10000000711,,,,,Married,INDIAN,,,,,ME,,,,,,Sbi,,,,
F-04866,U-0569,C-44777,,10000000712,,,,,Married,INDIAN,,,,,CE,,,,,,Sbi,,,,
F-04867,U-0569,C-44777,,10000000713,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,Canara,,,,
F-04868,U-0569,C-44777,,10000000714,,,,,Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-04869,U-0569,C-44777,,10000000715,,,,,Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-04870,U-0569,C-44777,,10000000716,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04871,U-0569,C-44777,,10000000717,,,,,Married,INDIAN,,,,,Ece,,,,,,Axis,,,,
F-04872,U-0569,C-44777,,10000000718,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,icici,,,,
F-04873,U-0569,C-44777,,10000000719,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,Uni,,,,
F-04874,U-0569,C-44777,,10000000720,,,,,Married,INDIAN,,,,,Me,,,,,,Boi,,,,
F-04875,U-0569,C-44777,,10000000721,,,,,Married,INDIAN,,,,,Ce,,,,,,Sbi ,,,,
F-04876,U-0569,C-44777,,10000000722,,,,,Un-Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-04877,U-0569,C-44777,,10000000723,,,,,Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-04878,U-0569,C-44777,,10000000724,,,,,Un-Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-04879,U-0569,C-44777,,10000000725,,,,,Un-Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-04880,U-0569,C-44777,,10000000726,,,,,Married,INDIAN,,,,,CSE,,,,,,Sbi,,,,
F-04881,U-0569,C-44777,,10000000727,,,,,Married,INDIAN,,,,,ECE,,,,,,Uni,,,,
F-04882,U-0569,C-44777,,10000000728,,,,,Married,INDIAN,,,,,Cse,,,,,,Axis,,,,
F-04883,U-0569,C-44777,,10000000729,,,,,Married,INDIAN,,,,,IT,,,,,,Icici,,,,
F-04884,U-0569,C-44777,,10000000730,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04885,U-0569,C-44777,,10000000731,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04886,U-0569,C-44777,,10000000732,,,,,Married,INDIAN,,,,,ME,,,,,,Pnb,,,,
F-04887,U-0569,C-44777,,10000000733,,,,,Married,INDIAN,,,,,CE,,,,,,Canara,,,,
F-04888,U-0569,C-44777,,10000000734,,,,,Married,INDIAN,,,,,ME,,,,,,Sbi,,,,
F-04889,U-0569,C-44777,,10000000735,,,,,Un-Married,INDIAN,,,,,CE,,,,,,Sbi,,,,
F-04890,U-0569,C-44777,,10000000736,,,,,Married,INDIAN,,,,,Cse,,,,,,Canara,,,,
F-04891,U-0569,C-44777,,10000000737,,,,,Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-04892,U-0569,C-44777,,10000000738,,,,,Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-04893,U-0569,C-44777,,10000000739,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04894,U-0569,C-44777,,10000000740,,,,,Un-Married,INDIAN,,,,,Ece,,,,,,Axis,,,,
F-04895,U-0569,C-44777,,10000000741,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,icici,,,,
F-04896,U-0569,C-44777,,10000000742,,,,,Married,INDIAN,,,,,Cse,,,,,,Uni,,,,
F-04897,U-0569,C-44777,,10000000743,,,,,Married,INDIAN,,,,,Me,,,,,,Boi,,,,
F-04898,U-0569,C-44777,,10000000744,,,,,Un-Married,INDIAN,,,,,Ce,,,,,,Sbi ,,,,
F-04899,U-0569,C-44777,,10000000745,,,,,Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-04900,U-0569,C-44777,,10000000746,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-04901,U-0569,C-44777,,10000000747,,,,,Un-Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-04902,U-0569,C-44777,,10000000748,,,,,Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-04903,U-0569,C-44777,,10000000749,,,,,Married,INDIAN,,,,,CSE,,,,,,Sbi,,,,
F-04904,U-0569,C-44777,,10000000750,,,,,Married,INDIAN,,,,,ECE,,,,,,Uni,,,,
F-04905,U-0569,C-44777,,10000000751,,,,,Married,INDIAN,,,,,Cse,,,,,,Axis,,,,
F-04906,U-0569,C-44777,,10000000752,,,,,Married,INDIAN,,,,,IT,,,,,,Icici,,,,
F-04907,U-0569,C-44777,,10000000753,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04908,U-0569,C-44777,,10000000754,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04909,U-0569,C-44777,,10000000755,,,,,Married,INDIAN,,,,,ME,,,,,,Pnb,,,,
F-04910,U-0569,C-44777,,10000000756,,,,,Married,INDIAN,,,,,CE,,,,,,Canara,,,,
F-04911,U-0569,C-44777,,10000000757,,,,,Un-Married,INDIAN,,,,,ME,,,,,,Sbi,,,,
F-04912,U-0569,C-44777,,10000000758,,,,,Married,INDIAN,,,,,CE,,,,,,Sbi,,,,
F-04913,U-0569,C-44777,,10000000759,,,,,Married,INDIAN,,,,,Cse,,,,,,Canara,,,,
F-04914,U-0569,C-44777,,10000000760,,,,,Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-04915,U-0569,C-44777,,10000000761,,,,,Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-04916,U-0569,C-44777,,10000000762,,,,,Un-Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04917,U-0569,C-44777,,10000000763,,,,,Un-Married,INDIAN,,,,,Ece,,,,,,Axis,,,,
F-04918,U-0569,C-44777,,10000000764,,,,,Married,INDIAN,,,,,Cse,,,,,,icici,,,,
F-04919,U-0569,C-44777,,10000000765,,,,,Married,INDIAN,,,,,Cse,,,,,,Uni,,,,
F-04920,U-0569,C-44777,,10000000766,,,,,Un-Married,INDIAN,,,,,Me,,,,,,Boi,,,,
F-04921,U-0569,C-44777,,10000000767,,,,,Married,INDIAN,,,,,Ce,,,,,,Sbi ,,,,
F-04922,U-0569,C-44777,,10000000768,,,,,Un-Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-04923,U-0569,C-44777,,10000000769,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-04924,U-0569,C-44777,,10000000770,,,,,Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-04925,U-0569,C-44777,,10000000771,,,,,Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-04926,U-0569,C-44777,,10000000772,,,,,Married,INDIAN,,,,,CSE,,,,,,Sbi,,,,
F-04927,U-0569,C-44777,,10000000773,,,,,Married,INDIAN,,,,,ECE,,,,,,Uni,,,,
F-04928,U-0569,C-44777,,10000000774,,,,,Married,INDIAN,,,,,Cse,,,,,,Axis,,,,
F-04929,U-0569,C-44777,,10000000775,,,,,Married,INDIAN,,,,,IT,,,,,,Icici,,,,
F-04930,U-0569,C-44777,,10000000776,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04931,U-0569,C-44777,,10000000777,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04932,U-0569,C-44777,,10000000778,,,,,Married,INDIAN,,,,,ME,,,,,,Pnb,,,,
F-04933,U-0569,C-44777,,10000000779,,,,,Un-Married,INDIAN,,,,,CE,,,,,,Canara,,,,
F-04934,U-0569,C-44777,,10000000780,,,,,Married,INDIAN,,,,,ME,,,,,,Sbi,,,,
F-04935,U-0569,C-44777,,10000000781,,,,,Married,INDIAN,,,,,CE,,,,,,Sbi,,,,
F-04936,U-0569,C-44777,,10000000782,,,,,Married,INDIAN,,,,,Cse,,,,,,Canara,,,,
F-04937,U-0569,C-44777,,10000000783,,,,,Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-04938,U-0569,C-44777,,10000000784,,,,,Un-Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-04939,U-0569,C-44777,,10000000785,,,,,Un-Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04940,U-0569,C-44777,,10000000786,,,,,Married,INDIAN,,,,,Ece,,,,,,Axis,,,,
F-04941,U-0569,C-44777,,10000000787,,,,,Married,INDIAN,,,,,Cse,,,,,,icici,,,,
F-04942,U-0569,C-44777,,10000000788,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,Uni,,,,
F-04943,U-0569,C-44777,,10000000789,,,,,Married,INDIAN,,,,,Me,,,,,,Boi,,,,
F-04944,U-0569,C-44777,,10000000790,,,,,Un-Married,INDIAN,,,,,Ce,,,,,,Sbi ,,,,
F-04945,U-0569,C-44777,,10000000791,,,,,Un-Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-04946,U-0569,C-44777,,10000000792,,,,,Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-04947,U-0569,C-44777,,10000000793,,,,,Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-04948,U-0569,C-44777,,10000000794,,,,,Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-04949,U-0569,C-44777,,10000000795,,,,,Married,INDIAN,,,,,CSE,,,,,,Sbi,,,,
F-04950,U-0569,C-44777,,10000000796,,,,,Married,INDIAN,,,,,ECE,,,,,,Uni,,,,
F-04951,U-0569,C-44777,,10000000797,,,,,Married,INDIAN,,,,,Cse,,,,,,Axis,,,,
F-04952,U-0569,C-44777,,10000000798,,,,,Married,INDIAN,,,,,IT,,,,,,Icici,,,,
F-04953,U-0569,C-44777,,10000000799,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04954,U-0569,C-44777,,10000000800,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04955,U-0569,C-44777,,10000000801,,,,,Un-Married,INDIAN,,,,,ME,,,,,,Pnb,,,,
F-04956,U-0569,C-44777,,10000000802,,,,,Married,INDIAN,,,,,CE,,,,,,Canara,,,,
F-04957,U-0569,C-44777,,10000000803,,,,,Married,INDIAN,,,,,ME,,,,,,Sbi,,,,
F-04958,U-0569,C-44777,,10000000804,,,,,Married,INDIAN,,,,,CE,,,,,,Sbi,,,,
F-04959,U-0569,C-44777,,10000000805,,,,,Married,INDIAN,,,,,Cse,,,,,,Canara,,,,
F-04960,U-0569,C-44777,,10000000806,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-04961,U-0569,C-44777,,10000000807,,,,,Un-Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-04962,U-0569,C-44777,,10000000808,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04963,U-0569,C-44777,,10000000809,,,,,Married,INDIAN,,,,,Ece,,,,,,Axis,,,,
F-04964,U-0569,C-44777,,10000000810,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,icici,,,,
F-04965,U-0569,C-44777,,10000000811,,,,,Married,INDIAN,,,,,Cse,,,,,,Uni,,,,
F-04966,U-0569,C-44777,,10000000812,,,,,Un-Married,INDIAN,,,,,Me,,,,,,Boi,,,,
F-04967,U-0569,C-44777,,10000000813,,,,,Un-Married,INDIAN,,,,,Ce,,,,,,Sbi ,,,,
F-04968,U-0569,C-44777,,10000000814,,,,,Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-04969,U-0569,C-44777,,10000000815,,,,,Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-04970,U-0569,C-44777,,10000000816,,,,,Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-04971,U-0569,C-44777,,10000000817,,,,,Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-04972,U-0569,C-44777,,10000000818,,,,,Married,INDIAN,,,,,CSE,,,,,,Sbi,,,,
F-04973,U-0569,C-44777,,10000000819,,,,,Married,INDIAN,,,,,ECE,,,,,,Uni,,,,
F-04974,U-0569,C-44777,,10000000820,,,,,Married,INDIAN,,,,,Cse,,,,,,Axis,,,,
F-04975,U-0569,C-44777,,10000000821,,,,,Married,INDIAN,,,,,IT,,,,,,Icici,,,,
F-04976,U-0569,C-44777,,10000000822,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04977,U-0569,C-44777,,10000000823,,,,,Un-Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04978,U-0569,C-44777,,10000000824,,,,,Married,INDIAN,,,,,ME,,,,,,Pnb,,,,
F-04979,U-0569,C-44777,,10000000825,,,,,Married,INDIAN,,,,,CE,,,,,,Canara,,,,
F-04980,U-0569,C-44777,,10000000826,,,,,Married,INDIAN,,,,,ME,,,,,,Sbi,,,,
F-04981,U-0569,C-44777,,10000000827,,,,,Married,INDIAN,,,,,CE,,,,,,Sbi,,,,
F-04982,U-0569,C-44777,,10000000828,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,Canara,,,,
F-04983,U-0569,C-44777,,10000000829,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-04984,U-0569,C-44777,,10000000830,,,,,Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-04985,U-0569,C-44777,,10000000831,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-04986,U-0569,C-44777,,10000000832,,,,,Un-Married,INDIAN,,,,,Ece,,,,,,Axis,,,,
F-04987,U-0569,C-44777,,10000000833,,,,,Married,INDIAN,,,,,Cse,,,,,,icici,,,,
F-04988,U-0569,C-44777,,10000000834,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,Uni,,,,
F-04989,U-0569,C-44777,,10000000835,,,,,Un-Married,INDIAN,,,,,Me,,,,,,Boi,,,,
F-04990,U-0569,C-44777,,10000000836,,,,,Married,INDIAN,,,,,Ce,,,,,,Sbi ,,,,
F-04991,U-0569,C-44777,,10000000837,,,,,Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-04992,U-0569,C-44777,,10000000838,,,,,Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-04993,U-0280,C-32133,,10000000839,,,,,Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-04994,U-0280,U-32133,,10000000840,,,,,Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-04995,U-0280,C-32134,,10000000841,,,,,Married,INDIAN,,,,,CSE,,,,,,Sbi,,,,
F-04996,U-0280,U-32134,,10000000842,,,,,Married,INDIAN,,,,,ECE,,,,,,Uni,,,,
F-04997,U-0280,C-32135,,10000000843,,,,,Married,INDIAN,,,,,Cse,,,,,,Axis,,,,
F-04998,U-0280,U-32135,,10000000844,,,,,Married,INDIAN,,,,,IT,,,,,,Icici,,,,
F-04999,U-0280,C-32136,,10000000845,,,,,Un-Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-05000,U-0280,U-32136,,10000000846,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-05001,U-0280,C-32137,,10000000847,,,,,Married,INDIAN,,,,,ME,,,,,,Pnb,,,,
F-05002,U-0280,U-32137,,10000000848,,,,,Married,INDIAN,,,,,CE,,,,,,Canara,,,,
F-05003,U-0280,C-32138,,10000000849,,,,,Married,INDIAN,,,,,ME,,,,,,Sbi,,,,
F-05004,U-0280,U-32138,,10000000850,,,,,Un-Married,INDIAN,,,,,CE,,,,,,Sbi,,,,
F-05005,U-0280,C-32139,,10000000851,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,Canara,,,,
F-05006,U-0280,U-32139,,10000000852,,,,,Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-05007,U-0280,C-32140,,10000000853,,,,,Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-05008,U-0280,U-32140,,10000000854,,,,,Un-Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-05009,U-0280,C-32141,,10000000855,,,,,Married,INDIAN,,,,,Ece,,,,,,Axis,,,,
F-05010,U-0280,U-32141,,10000000856,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,icici,,,,
F-05011,U-0280,C-32142,,10000000857,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,Uni,,,,
F-05012,U-0280,U-32142,,10000000858,,,,,Married,INDIAN,,,,,Me,,,,,,Boi,,,,
F-05013,U-0280,C-32143,,10000000859,,,,,Married,INDIAN,,,,,Ce,,,,,,Sbi ,,,,
F-05014,U-0280,U-32143,,10000000860,,,,,Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-05015,U-0280,C-32471,,10000000861,,,,,Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-05016,U-0280,C-32471,,10000000862,,,,,Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-05017,U-0280,C-32471,,10000000863,,,,,Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-05018,U-0280,C-32471,,10000000864,,,,,Married,INDIAN,,,,,CSE,,,,,,Sbi,,,,
F-05019,U-0280,C-32471,,10000000865,,,,,Married,INDIAN,,,,,ECE,,,,,,Uni,,,,
F-05020,U-0280,C-32471,,10000000866,,,,,Married,INDIAN,,,,,Cse,,,,,,Axis,,,,
F-05021,U-0280,C-32471,,10000000867,,,,,Un-Married,INDIAN,,,,,IT,,,,,,Icici,,,,
F-05022,U-0280,C-32471,,10000000868,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-05023,U-0280,C-32471,,10000000869,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-05024,U-0280,C-32471,,10000000870,,,,,Married,INDIAN,,,,,ME,,,,,,Pnb,,,,
F-05025,U-0280,C-32471,,10000000871,,,,,Married,INDIAN,,,,,CE,,,,,,Canara,,,,
F-05026,U-0280,C-32471,,10000000872,,,,,Un-Married,INDIAN,,,,,ME,,,,,,Sbi,,,,
F-05027,U-0280,C-32471,,10000000873,,,,,Un-Married,INDIAN,,,,,CE,,,,,,Sbi,,,,
F-05028,U-0280,C-32471,,10000000874,,,,,Married,INDIAN,,,,,Cse,,,,,,Canara,,,,
F-05029,U-0280,C-32471,,10000000875,,,,,Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-05030,U-0280,C-32471,,10000000876,,,,,Un-Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-05031,U-0280,C-32471,,10000000877,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-05032,U-0280,C-32471,,10000000878,,,,,Un-Married,INDIAN,,,,,Ece,,,,,,Axis,,,,
F-05033,U-0280,C-32471,,10000000879,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,icici,,,,
F-05034,U-0280,C-32471,,10000000880,,,,,Married,INDIAN,,,,,Cse,,,,,,Uni,,,,
F-05035,U-0280,C-32471,,10000000881,,,,,Married,INDIAN,,,,,Me,,,,,,Boi,,,,
F-05036,U-0280,C-32471,,10000000882,,,,,Married,INDIAN,,,,,Ce,,,,,,Sbi ,,,,
F-05037,U-0280,C-32471,,10000000883,,,,,Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-05038,U-0280,C-32471,,10000000884,,,,,Married,INDIAN,,,,,Cse,,,,,,Sbi,,,,
F-05039,U-0280,C-32471,,10000000885,,,,,Married,INDIAN,,,,,IT,,,,,,Pnb,,,,
F-05040,U-0280,C-32471,,10000000886,,,,,Married,INDIAN,,,,,IT,,,,,,Hdfc,,,,
F-05041,U-0280,C-32471,,10000000887,,,,,Married,INDIAN,,,,,CSE,,,,,,Sbi,,,,
F-05042,U-0280,C-32471,,10000000888,,,,,Married,INDIAN,,,,,ECE,,,,,,Uni,,,,
F-05043,U-0280,C-32471,,10000000889,,,,,Un-Married,INDIAN,,,,,Cse,,,,,,Axis,,,,
F-05044,U-0280,C-32471,,10000000890,,,,,Married,INDIAN,,,,,IT,,,,,,Icici,,,,
F-05045,U-0280,C-32471,,10000000891,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-05046,U-0280,C-32471,,10000000892,,,,,Married,INDIAN,,,,,Ece,,,,,,Sbi,,,,
F-05047,U-0280,C-32471,,10000000893,,,,,Married,INDIAN,,,,,ME,,,,,,Pnb,,,,
