Faculty ID(Primary Key),Univ ID(Foregin Key),College ID(Foreign Key),Full Name,Email,Login ID ,Password,Is Aadhaar Verified?,Are Bank Details Verified?,Is PAN Verified?
F-03713,U-0006,C-24433,,,F-03713,password,Yes,Yes,Yes
F-03714,U-0006,C-24433,,,F-03714,password,No,No,No
F-03715,U-0006,C-24433,,,F-03715,password,Yes,Yes,Yes
F-03716,U-0006,C-24433,,,F-03716,password,Yes,Yes,Yes
F-03717,U-0006,C-24433,,,F-03717,password,No,No,No
F-03718,U-0006,C-24433,,,F-03718,password,No,No,No
F-03719,U-0006,C-24433,,,F-03719,password,Yes,Yes,Yes
F-03720,U-0006,C-24433,,,F-03720,password,No,No,No
F-03721,U-0006,C-24433,,,F-03721,password,Yes,Yes,Yes
F-03722,U-0006,C-24433,,,F-03722,password,No,No,No
F-03723,U-0006,C-24433,,,F-03723,password,Yes,Yes,Yes
F-03724,U-0006,C-24433,,,F-03724,password,Yes,Yes,Yes
F-03725,U-0006,C-24433,,,F-03725,password,Yes,Yes,Yes
F-03726,U-0006,C-24433,,,F-03726,password,No,No,No
F-03727,U-0006,C-24433,,,F-03727,password,Yes,Yes,Yes
F-03728,U-0006,C-24433,,,F-03728,password,Yes,Yes,Yes
F-03729,U-0006,C-24433,,,F-03729,password,Yes,Yes,Yes
F-03730,U-0006,C-24433,,,F-03730,password,No,No,No
F-03731,U-0006,C-24433,,,F-03731,password,Yes,Yes,Yes
F-03732,U-0006,C-24433,,,F-03732,password,No,No,No
F-03733,U-0006,C-24433,,,F-03733,password,Yes,Yes,Yes
F-03734,U-0006,C-24433,,,F-03734,password,Yes,Yes,Yes
F-03735,U-0006,C-24433,,,F-03735,password,No,No,No
F-03736,U-0006,C-24433,,,F-03736,password,No,No,No
F-03737,U-0006,C-24433,,,F-03737,password,Yes,Yes,Yes
F-03738,U-0006,C-24433,,,F-03738,password,No,No,No
F-03739,U-0006,C-24433,,,F-03739,password,Yes,Yes,Yes
F-03740,U-0006,C-24433,,,F-03740,password,No,No,No
F-03741,U-0006,C-24433,,,F-03741,password,Yes,Yes,Yes
F-03742,U-0006,C-24433,,,F-03742,password,Yes,Yes,Yes
F-03743,U-0006,C-24433,,,F-03743,password,Yes,Yes,Yes
F-03744,U-0439,C-16600,,,F-03744,password,No,No,No
F-03745,U-0439,C-16600,,,F-03745,password,Yes,Yes,Yes
F-03746,U-0439,C-16600,,,F-03746,password,Yes,Yes,Yes
F-03747,U-0439,C-16600,,,F-03747,password,Yes,Yes,Yes
F-03748,U-0439,C-16600,,,F-03748,password,No,No,No
F-03749,U-0439,C-16600,,,F-03749,password,Yes,Yes,Yes
F-03750,U-0439,C-16600,,,F-03750,password,No,No,No
F-03751,U-0439,C-16600,,,F-03751,password,Yes,Yes,Yes
F-03752,U-0439,C-16600,,,F-03752,password,Yes,Yes,Yes
F-03753,U-0439,C-16600,,,F-03753,password,No,No,No
F-03754,U-0439,C-16600,,,F-03754,password,No,No,No
F-03755,U-0439,C-16600,,,F-03755,password,Yes,Yes,Yes
F-03756,U-0439,C-16600,,,F-03756,password,No,No,No
F-03757,U-0439,C-16600,,,F-03757,password,Yes,Yes,Yes
F-03758,U-0439,C-16600,,,F-03758,password,No,No,No
F-03759,U-0439,C-16600,,,F-03759,password,Yes,Yes,Yes
F-03760,U-0439,C-16600,,,F-03760,password,Yes,Yes,Yes
F-03761,U-0439,C-16600,,,F-03761,password,Yes,Yes,Yes
F-03762,U-0439,C-16600,,,F-03762,password,No,No,No
F-03763,U-0439,C-16600,,,F-03763,password,Yes,Yes,Yes
F-03764,U-0439,C-16600,,,F-03764,password,Yes,Yes,Yes
F-03765,U-0439,C-16600,,,F-03765,password,Yes,Yes,Yes
F-03766,U-0439,C-16600,,,F-03766,password,No,No,No
F-03767,U-0439,C-16600,,,F-03767,password,Yes,Yes,Yes
F-03768,U-0439,C-16600,,,F-03768,password,No,No,No
F-03769,U-0439,C-16600,,,F-03769,password,Yes,Yes,Yes
F-03770,U-0439,C-16600,,,F-03770,password,Yes,Yes,Yes
F-03771,U-0439,C-16600,,,F-03771,password,No,No,No
F-03772,U-0439,C-16600,,,F-03772,password,No,No,No
F-03773,U-0439,C-16600,,,F-03773,password,Yes,Yes,Yes
F-03774,U-0439,C-16600,,,F-03774,password,No,No,No
F-03775,U-0439,C-16600,,,F-03775,password,Yes,Yes,Yes
F-03776,U-0439,C-16600,,,F-03776,password,No,No,No
F-03777,U-0439,C-16600,,,F-03777,password,Yes,Yes,Yes
F-03778,U-0439,C-16600,,,F-03778,password,Yes,Yes,Yes
F-03779,U-0439,C-16600,,,F-03779,password,Yes,Yes,Yes
F-03780,U-0439,C-16600,,,F-03780,password,No,No,No
F-03781,U-0439,C-16600,,,F-03781,password,Yes,Yes,Yes
F-03782,U-0439,C-16600,,,F-03782,password,Yes,Yes,Yes
F-03783,U-0439,C-16600,,,F-03783,password,Yes,Yes,Yes
F-03784,U-0439,C-16554,,,F-03784,password,No,No,No
F-03785,U-0439,C-16554,,,F-03785,password,Yes,Yes,Yes
F-03786,U-0439,C-16554,,,F-03786,password,No,No,No
F-03787,U-0439,C-16554,,,F-03787,password,Yes,Yes,Yes
F-03788,U-0439,C-16554,,,F-03788,password,Yes,Yes,Yes
F-03789,U-0439,C-16554,,,F-03789,password,No,No,No
F-03790,U-0439,C-16554,,,F-03790,password,No,No,No
F-03791,U-0439,C-16554,,,F-03791,password,Yes,Yes,Yes
F-03792,U-0439,C-16554,,,F-03792,password,No,No,No
F-03793,U-0439,C-16554,,,F-03793,password,Yes,Yes,Yes
F-03794,U-0439,C-16554,,,F-03794,password,No,No,No
F-03795,U-0439,C-16554,,,F-03795,password,Yes,Yes,Yes
F-03796,U-0439,C-16554,,,F-03796,password,Yes,Yes,Yes
F-03797,U-0439,C-16554,,,F-03797,password,Yes,Yes,Yes
F-03798,U-0439,C-16554,,,F-03798,password,No,No,No
F-03799,U-0439,C-16554,,,F-03799,password,Yes,Yes,Yes
F-03800,U-0439,C-16554,,,F-03800,password,Yes,Yes,Yes
F-03801,U-0439,C-16554,,,F-03801,password,Yes,Yes,Yes
F-03802,U-0439,C-16554,,,F-03802,password,No,No,No
F-03803,U-0439,C-16554,,,F-03803,password,Yes,Yes,Yes
F-03804,U-0439,C-16554,,,F-03804,password,No,No,No
F-03805,U-0439,C-16554,,,F-03805,password,Yes,Yes,Yes
F-03806,U-0439,C-16554,,,F-03806,password,Yes,Yes,Yes
F-03807,U-0439,C-16554,,,F-03807,password,No,No,No
F-03808,U-0439,C-16554,,,F-03808,password,No,No,No
F-03809,U-0439,C-16554,,,F-03809,password,Yes,Yes,Yes
F-03810,U-0439,C-16554,,,F-03810,password,No,No,No
F-03811,U-0439,C-16554,,,F-03811,password,Yes,Yes,Yes
F-03812,U-0439,C-16554,,,F-03812,password,No,No,No
F-03813,U-0439,C-16554,,,F-03813,password,Yes,Yes,Yes
F-03814,U-0439,C-16554,,,F-03814,password,Yes,Yes,Yes
F-03815,U-0439,C-16554,,,F-03815,password,Yes,Yes,Yes
F-03816,U-0439,C-16554,,,F-03816,password,No,No,No
F-03817,U-0439,C-16554,,,F-03817,password,Yes,Yes,Yes
F-03818,U-0439,C-16554,,,F-03818,password,Yes,Yes,Yes
F-03819,U-0439,C-16554,,,F-03819,password,Yes,Yes,Yes
F-03820,U-0439,C-16554,,,F-03820,password,No,No,No
F-03821,U-0439,C-16554,,,F-03821,password,Yes,Yes,Yes
F-03822,U-0439,C-16554,,,F-03822,password,No,No,No
F-03823,U-0439,C-16554,,,F-03823,password,Yes,Yes,Yes
F-03824,U-0439,C-16554,,,F-03824,password,Yes,Yes,Yes
F-03825,U-0439,C-16554,,,F-03825,password,No,No,No
F-03826,U-0439,C-16554,,,F-03826,password,No,No,No
F-03827,U-0439,C-16554,,,F-03827,password,Yes,Yes,Yes
F-03828,U-0439,C-16554,,,F-03828,password,No,No,No
F-03829,U-0439,C-16554,,,F-03829,password,Yes,Yes,Yes
F-03830,U-0439,C-16554,,,F-03830,password,No,No,No
F-03831,U-0439,C-16554,,,F-03831,password,Yes,Yes,Yes
F-03832,U-0439,C-16554,,,F-03832,password,Yes,Yes,Yes
F-03833,U-0439,C-16554,,,F-03833,password,Yes,Yes,Yes
F-03834,U-0439,C-16554,,,F-03834,password,No,No,No
F-03835,U-0439,C-16554,,,F-03835,password,Yes,Yes,Yes
F-03836,U-0439,C-16554,,,F-03836,password,Yes,Yes,Yes
F-03837,U-0439,C-16554,,,F-03837,password,Yes,Yes,Yes
F-03838,U-0439,C-16554,,,F-03838,password,No,No,No
F-03839,U-0439,C-16554,,,F-03839,password,Yes,Yes,Yes
F-03840,U-0439,C-16554,,,F-03840,password,No,No,No
F-03841,U-0439,C-16554,,,F-03841,password,Yes,Yes,Yes
F-03842,U-0439,C-16554,,,F-03842,password,Yes,Yes,Yes
F-03843,U-0439,C-16554,,,F-03843,password,No,No,No
F-03844,U-0439,C-16554,,,F-03844,password,No,No,No
F-03845,U-0439,C-16554,,,F-03845,password,Yes,Yes,Yes
F-03846,U-0439,C-16554,,,F-03846,password,No,No,No
F-03847,U-0439,C-16554,,,F-03847,password,Yes,Yes,Yes
F-03848,U-0439,C-16554,,,F-03848,password,No,No,No
F-03849,U-0439,C-16554,,,F-03849,password,Yes,Yes,Yes
F-03850,U-0439,C-16554,,,F-03850,password,Yes,Yes,Yes
F-03851,U-0439,C-16554,,,F-03851,password,Yes,Yes,Yes
F-03852,U-0439,C-16554,,,F-03852,password,No,No,No
F-03853,U-0439,C-16554,,,F-03853,password,Yes,Yes,Yes
F-03854,U-0439,C-16554,,,F-03854,password,Yes,Yes,Yes
F-03855,U-0439,C-16554,,,F-03855,password,Yes,Yes,Yes
F-03856,U-0439,C-48628,,,F-03856,password,No,No,No
F-03857,U-0439,C-48628,,,F-03857,password,Yes,Yes,Yes
F-03858,U-0439,C-48628,,,F-03858,password,No,No,No
F-03859,U-0439,C-48628,,,F-03859,password,Yes,Yes,Yes
F-03860,U-0439,C-48628,,,F-03860,password,Yes,Yes,Yes
F-03861,U-0439,C-48628,,,F-03861,password,No,No,No
F-03862,U-0439,C-48628,,,F-03862,password,No,No,No
F-03863,U-0439,C-48628,,,F-03863,password,Yes,Yes,Yes
F-03864,U-0439,C-48628,,,F-03864,password,No,No,No
F-03865,U-0439,C-48628,,,F-03865,password,Yes,Yes,Yes
F-03866,U-0439,C-48628,,,F-03866,password,No,No,No
F-03867,U-0439,C-48628,,,F-03867,password,Yes,Yes,Yes
F-03868,U-0439,C-48628,,,F-03868,password,Yes,Yes,Yes
F-03869,U-0439,C-48628,,,F-03869,password,Yes,Yes,Yes
F-03870,U-0439,C-48628,,,F-03870,password,No,No,No
F-03871,U-0439,C-48628,,,F-03871,password,Yes,Yes,Yes
F-03872,U-0439,C-48628,,,F-03872,password,Yes,Yes,Yes
F-03873,U-0439,C-48628,,,F-03873,password,Yes,Yes,Yes
F-03874,U-0439,C-48628,,,F-03874,password,No,No,No
F-03875,U-0439,C-48628,,,F-03875,password,Yes,Yes,Yes
F-03876,U-0439,C-48628,,,F-03876,password,No,No,No
F-03877,U-0439,C-48628,,,F-03877,password,Yes,Yes,Yes
F-03878,U-0439,C-48628,,,F-03878,password,Yes,Yes,Yes
F-03879,U-0439,C-48628,,,F-03879,password,No,No,No
F-03880,U-0439,C-48628,,,F-03880,password,No,No,No
F-03881,U-0439,C-48628,,,F-03881,password,Yes,Yes,Yes
F-03882,U-0439,C-48628,,,F-03882,password,No,No,No
F-03883,U-0439,C-48628,,,F-03883,password,Yes,Yes,Yes
F-03884,U-0439,C-48628,,,F-03884,password,No,No,No
F-03885,U-0439,C-48628,,,F-03885,password,Yes,Yes,Yes
F-03886,U-0439,C-48628,,,F-03886,password,Yes,Yes,Yes
F-03887,U-0439,C-48628,,,F-03887,password,Yes,Yes,Yes
F-03888,U-0439,C-48628,,,F-03888,password,No,No,No
F-03889,U-0439,C-48628,,,F-03889,password,Yes,Yes,Yes
F-03890,U-0439,C-48628,,,F-03890,password,Yes,Yes,Yes
F-03891,U-0439,C-48628,,,F-03891,password,Yes,Yes,Yes
F-03892,U-0439,C-48628,,,F-03892,password,No,No,No
F-03893,U-0439,C-48628,,,F-03893,password,Yes,Yes,Yes
F-03894,U-0439,C-48628,,,F-03894,password,No,No,No
F-03895,U-0439,C-48628,,,F-03895,password,Yes,Yes,Yes
F-03896,U-0439,C-48628,,,F-03896,password,Yes,Yes,Yes
F-03897,U-0439,C-48628,,,F-03897,password,No,No,No
F-03898,U-0439,C-48628,,,F-03898,password,No,No,No
F-03899,U-0439,C-48628,,,F-03899,password,Yes,Yes,Yes
F-03900,U-0439,C-48628,,,F-03900,password,No,No,No
F-03901,U-0439,C-48628,,,F-03901,password,Yes,Yes,Yes
F-03902,U-0439,C-48628,,,F-03902,password,No,No,No
F-03903,U-0439,C-48628,,,F-03903,password,Yes,Yes,Yes
F-03904,U-0439,C-48628,,,F-03904,password,Yes,Yes,Yes
F-03905,U-0439,C-48628,,,F-03905,password,Yes,Yes,Yes
F-03906,U-0439,C-48628,,,F-03906,password,No,No,No
F-03907,U-0439,C-48628,,,F-03907,password,Yes,Yes,Yes
F-03908,U-0439,C-48628,,,F-03908,password,Yes,Yes,Yes
F-03909,U-0439,C-48628,,,F-03909,password,Yes,Yes,Yes
F-03910,U-0439,C-48628,,,F-03910,password,No,No,No
F-03911,U-0439,C-48628,,,F-03911,password,Yes,Yes,Yes
F-03912,U-0439,C-48628,,,F-03912,password,No,No,No
F-03913,U-0439,C-48628,,,F-03913,password,Yes,Yes,Yes
F-03914,U-0439,C-48628,,,F-03914,password,Yes,Yes,Yes
F-03915,U-0439,C-48628,,,F-03915,password,No,No,No
F-03916,U-0439,C-48628,,,F-03916,password,No,No,No
F-03917,U-0439,C-48628,,,F-03917,password,Yes,Yes,Yes
F-03918,U-0439,C-48628,,,F-03918,password,No,No,No
F-03919,U-0439,C-48628,,,F-03919,password,Yes,Yes,Yes
F-03920,U-0439,C-48628,,,F-03920,password,No,No,No
F-03921,U-0439,C-48628,,,F-03921,password,Yes,Yes,Yes
F-03922,U-0439,C-48628,,,F-03922,password,Yes,Yes,Yes
F-03923,U-0439,C-48628,,,F-03923,password,Yes,Yes,Yes
F-03924,U-0439,C-48628,,,F-03924,password,No,No,No
F-03925,U-0439,C-48628,,,F-03925,password,Yes,Yes,Yes
F-03926,U-0439,C-48628,,,F-03926,password,Yes,Yes,Yes
F-03927,U-0439,C-48628,,,F-03927,password,Yes,Yes,Yes
F-03928,U-0439,C-48628,,,F-03928,password,No,No,No
F-03929,U-0439,C-48628,,,F-03929,password,Yes,Yes,Yes
F-03930,U-0439,C-48628,,,F-03930,password,No,No,No
F-03931,U-0439,C-48628,,,F-03931,password,Yes,Yes,Yes
F-03932,U-0439,C-48628,,,F-03932,password,Yes,Yes,Yes
F-03933,U-0439,C-48628,,,F-03933,password,No,No,No
F-03934,U-0439,C-48628,,,F-03934,password,No,No,No
F-03935,U-0439,C-48628,,,F-03935,password,Yes,Yes,Yes
F-03936,U-0439,C-48628,,,F-03936,password,No,No,No
F-03937,U-0439,C-48628,,,F-03937,password,Yes,Yes,Yes
F-03938,U-0439,C-48628,,,F-03938,password,No,No,No
F-03939,U-0439,C-48628,,,F-03939,password,Yes,Yes,Yes
F-03940,U-0439,C-48628,,,F-03940,password,Yes,Yes,Yes
F-03941,U-0439,C-48628,,,F-03941,password,Yes,Yes,Yes
F-03942,U-0439,C-48628,,,F-03942,password,No,No,No
F-03943,U-0439,C-48628,,,F-03943,password,Yes,Yes,Yes
F-03944,U-0439,C-48628,,,F-03944,password,Yes,Yes,Yes
F-03945,U-0439,C-48628,,,F-03945,password,Yes,Yes,Yes
F-03946,U-0439,C-48628,,,F-03946,password,No,No,No
F-03947,U-0439,C-48628,,,F-03947,password,Yes,Yes,Yes
F-03948,U-0439,C-48628,,,F-03948,password,No,No,No
F-03949,U-0439,C-48628,,,F-03949,password,Yes,Yes,Yes
F-03950,U-0439,C-48628,,,F-03950,password,Yes,Yes,Yes
F-03951,U-0439,C-48628,,,F-03951,password,No,No,No
F-03952,U-0439,C-48628,,,F-03952,password,No,No,No
F-03953,U-0439,C-48628,,,F-03953,password,Yes,Yes,Yes
F-03954,U-0439,C-48628,,,F-03954,password,No,No,No
F-03955,U-0439,C-48628,,,F-03955,password,Yes,Yes,Yes
F-03956,U-0439,C-48628,,,F-03956,password,No,No,No
F-03957,U-0439,C-48628,,,F-03957,password,Yes,Yes,Yes
F-03958,U-0439,C-48628,,,F-03958,password,Yes,Yes,Yes
F-03959,U-0439,C-48628,,,F-03959,password,Yes,Yes,Yes
F-03960,U-0439,C-48628,,,F-03960,password,No,No,No
F-03961,U-0439,C-48628,,,F-03961,password,Yes,Yes,Yes
F-03962,U-0439,C-48628,,,F-03962,password,Yes,Yes,Yes
F-03963,U-0439,C-48628,,,F-03963,password,Yes,Yes,Yes
F-03964,U-0439,C-48628,,,F-03964,password,No,No,No
F-03965,U-0439,C-48628,,,F-03965,password,Yes,Yes,Yes
F-03966,U-0439,C-48628,,,F-03966,password,No,No,No
F-03967,U-0439,C-48628,,,F-03967,password,Yes,Yes,Yes
F-03968,U-0439,C-48628,,,F-03968,password,Yes,Yes,Yes
F-03969,U-0439,C-48628,,,F-03969,password,No,No,No
F-03970,U-0439,C-48628,,,F-03970,password,No,No,No
F-03971,U-0439,C-48628,,,F-03971,password,Yes,Yes,Yes
F-03972,U-0439,C-48628,,,F-03972,password,No,No,No
F-03973,U-0439,C-48628,,,F-03973,password,Yes,Yes,Yes
F-03974,U-0439,C-48628,,,F-03974,password,No,No,No
F-03975,U-0439,C-48628,,,F-03975,password,Yes,Yes,Yes
F-03976,U-0439,C-48628,,,F-03976,password,Yes,Yes,Yes
F-03977,U-0439,C-48628,,,F-03977,password,Yes,Yes,Yes
F-03978,U-0439,C-48628,,,F-03978,password,No,No,No
F-03979,U-0439,C-48628,,,F-03979,password,Yes,Yes,Yes
F-03980,U-0439,C-48628,,,F-03980,password,Yes,Yes,Yes
F-03981,U-0439,C-48628,,,F-03981,password,Yes,Yes,Yes
F-03982,U-0439,C-48628,,,F-03982,password,No,No,No
F-03983,U-0439,C-48628,,,F-03983,password,Yes,Yes,Yes
F-03984,U-0439,C-48628,,,F-03984,password,No,No,No
F-03985,U-0439,C-48628,,,F-03985,password,Yes,Yes,Yes
F-03986,U-0439,C-48628,,,F-03986,password,Yes,Yes,Yes
F-03987,U-0439,C-48628,,,F-03987,password,No,No,No
F-03988,U-0439,C-48628,,,F-03988,password,No,No,No
F-03989,U-0439,C-48628,,,F-03989,password,Yes,Yes,Yes
F-03990,U-0439,C-48628,,,F-03990,password,No,No,No
F-03991,U-0439,C-48628,,,F-03991,password,Yes,Yes,Yes
F-03992,U-0439,C-48628,,,F-03992,password,No,No,No
F-03993,U-0439,C-48628,,,F-03993,password,Yes,Yes,Yes
F-03994,U-0439,C-48628,,,F-03994,password,Yes,Yes,Yes
F-03995,U-0439,C-48628,,,F-03995,password,Yes,Yes,Yes
F-03996,U-0439,C-48628,,,F-03996,password,No,No,No
F-03997,U-0439,C-48628,,,F-03997,password,Yes,Yes,Yes
F-03998,U-0439,C-48628,,,F-03998,password,Yes,Yes,Yes
F-03999,U-0439,C-48628,,,F-03999,password,Yes,Yes,Yes
F-04000,U-0439,C-48628,,,F-04000,password,No,No,No
F-04001,U-0439,C-48628,,,F-04001,password,Yes,Yes,Yes
F-04002,U-0439,C-48628,,,F-04002,password,No,No,No
F-04003,U-0439,C-48628,,,F-04003,password,Yes,Yes,Yes
F-04004,U-0439,C-48628,,,F-04004,password,Yes,Yes,Yes
F-04005,U-0439,C-48628,,,F-04005,password,No,No,No
F-04006,U-0439,C-48628,,,F-04006,password,No,No,No
F-04007,U-0439,C-48628,,,F-04007,password,Yes,Yes,Yes
F-04008,U-0439,C-48628,,,F-04008,password,No,No,No
F-04009,U-0439,C-48628,,,F-04009,password,Yes,Yes,Yes
F-04010,U-0439,C-48628,,,F-04010,password,No,No,No
F-04011,U-0439,C-48628,,,F-04011,password,Yes,Yes,Yes
F-04012,U-0439,C-48628,,,F-04012,password,Yes,Yes,Yes
F-04013,U-0439,C-48628,,,F-04013,password,Yes,Yes,Yes
F-04014,U-0439,C-48628,,,F-04014,password,No,No,No
F-04015,U-0439,C-48628,,,F-04015,password,Yes,Yes,Yes
F-04016,U-0439,C-48628,,,F-04016,password,Yes,Yes,Yes
F-04017,U-0439,C-48628,,,F-04017,password,Yes,Yes,Yes
F-04018,U-0439,C-48628,,,F-04018,password,No,No,No
F-04019,U-0439,C-48628,,,F-04019,password,Yes,Yes,Yes
F-04020,U-0439,C-48628,,,F-04020,password,No,No,No
F-04021,U-0439,C-48628,,,F-04021,password,Yes,Yes,Yes
F-04022,U-0439,C-48628,,,F-04022,password,Yes,Yes,Yes
F-04023,U-0439,C-48628,,,F-04023,password,No,No,No
F-04024,U-0439,C-48628,,,F-04024,password,No,No,No
F-04025,U-0439,C-48628,,,F-04025,password,Yes,Yes,Yes
F-04026,U-0439,C-48628,,,F-04026,password,No,No,No
F-04027,U-0439,C-48628,,,F-04027,password,Yes,Yes,Yes
F-04028,U-0439,C-48628,,,F-04028,password,No,No,No
F-04029,U-0439,C-48628,,,F-04029,password,Yes,Yes,Yes
F-04030,U-0439,C-48628,,,F-04030,password,Yes,Yes,Yes
F-04031,U-0439,C-48628,,,F-04031,password,Yes,Yes,Yes
F-04032,U-0439,C-48628,,,F-04032,password,No,No,No
F-04033,U-0439,C-48628,,,F-04033,password,Yes,Yes,Yes
F-04034,U-0439,C-48628,,,F-04034,password,Yes,Yes,Yes
F-04035,U-0439,C-48628,,,F-04035,password,Yes,Yes,Yes
F-04036,U-0439,C-48628,,,F-04036,password,No,No,No
F-04037,U-0439,C-48628,,,F-04037,password,Yes,Yes,Yes
F-04038,U-0439,C-48628,,,F-04038,password,No,No,No
F-04039,U-0439,C-48628,,,F-04039,password,Yes,Yes,Yes
F-04040,U-0439,C-48628,,,F-04040,password,Yes,Yes,Yes
F-04041,U-0439,C-48628,,,F-04041,password,No,No,No
F-04042,U-0439,C-48628,,,F-04042,password,No,No,No
F-04043,U-0439,C-48628,,,F-04043,password,Yes,Yes,Yes
F-04044,U-0439,C-48628,,,F-04044,password,No,No,No
F-04045,U-0439,C-48628,,,F-04045,password,Yes,Yes,Yes
F-04046,U-0439,C-48628,,,F-04046,password,No,No,No
F-04047,U-0439,C-48628,,,F-04047,password,Yes,Yes,Yes
F-04048,U-0439,C-48628,,,F-04048,password,Yes,Yes,Yes
F-04049,U-0439,C-48628,,,F-04049,password,Yes,Yes,Yes
F-04050,U-0439,C-48628,,,F-04050,password,Yes,Yes,Yes
F-04051,U-0439,C-48628,,,F-04051,password,Yes,Yes,Yes
F-04052,U-0439,C-48628,,,F-04052,password,No,No,No
F-04053,U-0439,C-48628,,,F-04053,password,Yes,Yes,Yes
F-04054,U-0439,C-48628,,,F-04054,password,No,No,No
F-04055,U-0439,C-48628,,,F-04055,password,Yes,Yes,Yes
F-04056,U-0439,C-48628,,,F-04056,password,Yes,Yes,Yes
F-04057,U-0439,C-48628,,,F-04057,password,No,No,No
F-04058,U-0439,C-48628,,,F-04058,password,No,No,No
F-04059,U-0439,C-48628,,,F-04059,password,Yes,Yes,Yes
F-04060,U-0439,C-48628,,,F-04060,password,No,No,No
F-04061,U-0439,C-48628,,,F-04061,password,Yes,Yes,Yes
F-04062,U-0439,C-48628,,,F-04062,password,No,No,No
F-04063,U-0439,C-48628,,,F-04063,password,Yes,Yes,Yes
F-04064,U-0439,C-48628,,,F-04064,password,Yes,Yes,Yes
F-04065,U-0439,C-48628,,,F-04065,password,Yes,Yes,Yes
F-04066,U-0439,C-48628,,,F-04066,password,No,No,No
F-04067,U-0439,C-48628,,,F-04067,password,Yes,Yes,Yes
F-04068,U-0439,C-48628,,,F-04068,password,Yes,Yes,Yes
F-04069,U-0439,C-48628,,,F-04069,password,Yes,Yes,Yes
F-04070,U-0439,C-48628,,,F-04070,password,No,No,No
F-04071,U-0439,C-48628,,,F-04071,password,Yes,Yes,Yes
F-04072,U-0439,C-48628,,,F-04072,password,No,No,No
F-04073,U-0439,C-48628,,,F-04073,password,Yes,Yes,Yes
F-04074,U-0439,C-48628,,,F-04074,password,Yes,Yes,Yes
F-04075,U-0439,C-48628,,,F-04075,password,No,No,No
F-04076,U-0439,C-48628,,,F-04076,password,No,No,No
F-04077,U-0439,C-48628,,,F-04077,password,Yes,Yes,Yes
F-04078,U-0439,C-48628,,,F-04078,password,No,No,No
F-04079,U-0439,C-48628,,,F-04079,password,Yes,Yes,Yes
F-04080,U-0439,C-48628,,,F-04080,password,No,No,No
F-04081,U-0439,C-48628,,,F-04081,password,Yes,Yes,Yes
F-04082,U-0439,C-48628,,,F-04082,password,Yes,Yes,Yes
F-04083,U-0439,C-48628,,,F-04083,password,Yes,Yes,Yes
F-04084,U-0439,C-48628,,,F-04084,password,No,No,No
F-04085,U-0439,C-48628,,,F-04085,password,Yes,Yes,Yes
F-04086,U-0439,C-48628,,,F-04086,password,Yes,Yes,Yes
F-04087,U-0439,C-48628,,,F-04087,password,Yes,Yes,Yes
F-04088,U-0439,C-48628,,,F-04088,password,No,No,No
F-04089,U-0439,C-48628,,,F-04089,password,Yes,Yes,Yes
F-04090,U-0439,C-48628,,,F-04090,password,No,No,No
F-04091,U-0439,C-48628,,,F-04091,password,Yes,Yes,Yes
F-04092,U-0439,C-48628,,,F-04092,password,Yes,Yes,Yes
F-04093,U-0439,C-48628,,,F-04093,password,No,No,No
F-04094,U-0439,C-48628,,,F-04094,password,No,No,No
F-04095,U-0439,C-48628,,,F-04095,password,Yes,Yes,Yes
F-04096,U-0439,C-48628,,,F-04096,password,No,No,No
F-04097,U-0439,C-48628,,,F-04097,password,Yes,Yes,Yes
F-04098,U-0439,C-48628,,,F-04098,password,No,No,No
F-04099,U-0439,C-48628,,,F-04099,password,Yes,Yes,Yes
F-04100,U-0439,C-48628,,,F-04100,password,Yes,Yes,Yes
F-04101,U-0439,C-48628,,,F-04101,password,Yes,Yes,Yes
F-04102,U-0439,C-48628,,,F-04102,password,No,No,No
F-04103,U-0439,C-48628,,,F-04103,password,Yes,Yes,Yes
F-04104,U-0439,C-48628,,,F-04104,password,Yes,Yes,Yes
F-04105,U-0439,C-48628,,,F-04105,password,Yes,Yes,Yes
F-04106,U-0439,C-48628,,,F-04106,password,No,No,No
F-04107,U-0439,C-48628,,,F-04107,password,Yes,Yes,Yes
F-04108,U-0439,C-48628,,,F-04108,password,No,No,No
F-04109,U-0439,C-48628,,,F-04109,password,Yes,Yes,Yes
F-04110,U-0439,C-48628,,,F-04110,password,Yes,Yes,Yes
F-04111,U-0439,C-48628,,,F-04111,password,No,No,No
F-04112,U-0439,C-48628,,,F-04112,password,No,No,No
F-04113,U-0439,C-48628,,,F-04113,password,Yes,Yes,Yes
F-04114,U-0439,C-48628,,,F-04114,password,No,No,No
F-04115,U-0439,C-48628,,,F-04115,password,Yes,Yes,Yes
F-04116,U-0439,C-48628,,,F-04116,password,No,No,No
F-04117,U-0439,C-48628,,,F-04117,password,Yes,Yes,Yes
F-04118,U-0439,C-48628,,,F-04118,password,Yes,Yes,Yes
F-04119,U-0439,C-48628,,,F-04119,password,Yes,Yes,Yes
F-04120,U-0439,C-48628,,,F-04120,password,No,No,No
F-04121,U-0439,C-48628,,,F-04121,password,Yes,Yes,Yes
F-04122,U-0439,C-48628,,,F-04122,password,Yes,Yes,Yes
F-04123,U-0439,C-48628,,,F-04123,password,Yes,Yes,Yes
F-04124,U-0439,C-48628,,,F-04124,password,No,No,No
F-04125,U-0439,C-48628,,,F-04125,password,Yes,Yes,Yes
